商品ID,用处（策划看）,商品名备注,商品类型,类型对应,货币1,货币2,道具消耗id,道具消耗数量,价格1,价格2,现价1,现价2,限购类型,限购数量,限售数量,可见等级,可购买等级下限,可购买等级上限,价格上涨浮动,价格下降浮动,价格上限,价格下限,出售类型,商品描述
1010,商会宝石-2级,2级太阳石,1,35011,1,,,,160000,,160000,,1,99,99,1,1,300,3120,4000,1.5,0.6,1, <T t='效果：物理攻击 +16' c='fffff2df'/><B/><T t='镶嵌：武器、头盔' c='fffff2df'/><B/><T t='世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1011,商会宝石-2级,2级月亮石,1,35012,1,,,,160000,,160000,,1,99,99,1,1,300,3120,4000,1.5,0.6,1, <T t='效果：物理防御 +24' c='fffff2df'/><B/><T t='镶嵌：衣甲、头盔' c='fffff2df'/><B/><T t='传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1012,商会宝石-2级,2级舍利子,1,35013,1,,,,160000,,160000,,1,99,99,1,1,300,3120,4000,1.5,0.6,1, <T t='效果：法术攻击 +12' c='fffff2df'/><B/><T t='镶嵌：武器、项链' c='fffff2df'/><B/><T t='蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1013,商会宝石-2级,2级翡翠石,1,35014,1,,,,160000,,160000,,1,99,99,1,1,300,3120,4000,1.5,0.6,1, <T t='效果：法术防御 +16' c='fffff2df'/><B/><T t='镶嵌：衣甲、项链' c='fffff2df'/><B/><T t='可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1014,商会宝石-2级,2级黑宝石,1,35015,1,,,,160000,,160000,,1,99,99,1,1,300,3120,4000,1.5,0.6,1, <T t='效果：速度 +16' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1015,商会宝石-2级,2级昆仑玉,1,35016,1,,,,160000,,160000,,1,99,99,1,1,300,3120,4000,1.5,0.6,1, <T t='效果：治疗强度 +16' c='fffff2df'/><B/><T t='镶嵌：武器、衣甲' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1016,商会宝石-2级,2级红纹石,1,35017,1,,,,160000,,160000,,1,99,99,1,1,300,3120,4000,1.5,0.6,1, <T t='效果：控制命中 +12' c='fffff2df'/><B/><T t='镶嵌：武器' c='fffff2df'/><B/><T t='神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1017,商会宝石-2级,2级神秘石,1,35018,1,,,,160000,,160000,,1,99,99,1,1,300,3120,4000,1.5,0.6,1, <T t='效果：控制抗性 +8' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1018,商会宝石-3级,3级光芒石,1,35019,1,,,,320000,,320000,,1,99,99,1,1,300,6240,8000,1.5,0.6,1, <T t='效果：生命 +120' c='fffff2df'/><B/><T t='镶嵌：衣甲、腰带' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1019,商会宝石-3级,3级太阳石,1,35020,1,,,,320000,,320000,,1,99,99,1,1,300,6240,8000,1.5,0.6,1, <T t='效果：物理攻击 +24' c='fffff2df'/><B/><T t='镶嵌：武器、头盔' c='fffff2df'/><B/><T t='世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1020,商会宝石-3级,3级月亮石,1,35021,1,,,,320000,,320000,,1,99,99,1,1,300,6240,8000,1.5,0.6,1, <T t='效果：物理防御 +36' c='fffff2df'/><B/><T t='镶嵌：衣甲、头盔' c='fffff2df'/><B/><T t='传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1021,商会宝石-3级,3级舍利子,1,35022,1,,,,320000,,320000,,1,99,99,1,1,300,6240,8000,1.5,0.6,1, <T t='效果：法术攻击 +18' c='fffff2df'/><B/><T t='镶嵌：武器、项链' c='fffff2df'/><B/><T t='蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1022,商会宝石-3级,3级翡翠石,1,35023,1,,,,320000,,320000,,1,99,99,1,1,300,6240,8000,1.5,0.6,1, <T t='效果：法术防御 +24' c='fffff2df'/><B/><T t='镶嵌：衣甲、项链' c='fffff2df'/><B/><T t='可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1023,商会宝石-3级,3级黑宝石,1,35024,1,,,,320000,,320000,,1,99,99,1,1,300,6240,8000,1.5,0.6,1, <T t='效果：速度 +24' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1024,商会宝石-3级,3级昆仑玉,1,35025,1,,,,320000,,320000,,1,99,99,1,1,300,6240,8000,1.5,0.6,1, <T t='效果：治疗强度 +24' c='fffff2df'/><B/><T t='镶嵌：武器、衣甲' c='fffff2df'/><B/><T t='传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1025,商会宝石-3级,3级红纹石,1,35026,1,,,,320000,,320000,,1,99,99,1,1,300,6240,8000,1.5,0.6,1, <T t='效果：控制命中 +18' c='fffff2df'/><B/><T t='镶嵌：武器' c='fffff2df'/><B/><T t='神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1026,商会宝石-3级,3级神秘石,1,35027,1,,,,320000,,320000,,1,99,99,1,1,300,6240,8000,1.5,0.6,1, <T t='效果：控制抗性 +12' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1027,商会宝石-4级,4级光芒石,1,35028,1,,,,640000,,640000,,1,99,99,1,1,300,12480,16000,1.5,0.6,1, <T t='效果：生命 +120' c='fffff2df'/><B/><T t='镶嵌：衣甲、腰带' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1028,商会宝石-4级,4级太阳石,1,35029,1,,,,640000,,640000,,1,99,99,1,1,300,12480,16000,1.5,0.6,1, <T t='效果：物理攻击 +24' c='fffff2df'/><B/><T t='镶嵌：武器、头盔' c='fffff2df'/><B/><T t='世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1029,商会宝石-4级,4级月亮石,1,35030,1,,,,640000,,640000,,1,99,99,1,1,300,12480,16000,1.5,0.6,1, <T t='效果：物理防御 +36' c='fffff2df'/><B/><T t='镶嵌：衣甲、头盔' c='fffff2df'/><B/><T t='传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1030,商会宝石-4级,4级舍利子,1,35031,1,,,,640000,,640000,,1,99,99,1,1,300,12480,16000,1.5,0.6,1, <T t='效果：法术攻击 +18' c='fffff2df'/><B/><T t='镶嵌：武器、项链' c='fffff2df'/><B/><T t='蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1031,商会宝石-4级,4级翡翠石,1,35032,1,,,,640000,,640000,,1,99,99,1,1,300,12480,16000,1.5,0.6,1, <T t='效果：法术防御 +24' c='fffff2df'/><B/><T t='镶嵌：衣甲、项链' c='fffff2df'/><B/><T t='可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1032,商会宝石-4级,4级黑宝石,1,35033,1,,,,640000,,640000,,1,99,99,1,1,300,12480,16000,1.5,0.6,1, <T t='效果：速度 +24' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1033,商会宝石-4级,4级昆仑玉,1,35034,1,,,,640000,,640000,,1,99,99,1,1,300,12480,16000,1.5,0.6,1, <T t='效果：治疗强度 +24' c='fffff2df'/><B/><T t='镶嵌：武器、衣甲' c='fffff2df'/><B/><T t='传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1034,商会宝石-4级,4级红纹石,1,35035,1,,,,640000,,640000,,1,99,99,1,1,300,12480,16000,1.5,0.6,1, <T t='效果：控制命中 +18' c='fffff2df'/><B/><T t='镶嵌：武器' c='fffff2df'/><B/><T t='神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1035,商会宝石-4级,4级神秘石,1,35036,1,,,,640000,,640000,,1,99,99,1,1,300,12480,16000,1.5,0.6,1, <T t='效果：控制抗性 +12' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1036,商会宝石-5级,5级光芒石,1,35037,1,,,,1280000,,1280000,,1,99,99,1,1,300,24960,32000,1.5,0.6,1, <T t='效果：生命 +120' c='fffff2df'/><B/><T t='镶嵌：衣甲、腰带' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1037,商会宝石-5级,5级太阳石,1,35038,1,,,,1280000,,1280000,,1,99,99,1,1,300,24960,32000,1.5,0.6,1, <T t='效果：物理攻击 +24' c='fffff2df'/><B/><T t='镶嵌：武器、头盔' c='fffff2df'/><B/><T t='世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1038,商会宝石-5级,5级月亮石,1,35039,1,,,,1280000,,1280000,,1,99,99,1,1,300,24960,32000,1.5,0.6,1, <T t='效果：物理防御 +36' c='fffff2df'/><B/><T t='镶嵌：衣甲、头盔' c='fffff2df'/><B/><T t='传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1039,商会宝石-5级,5级舍利子,1,35040,1,,,,1280000,,1280000,,1,99,99,1,1,300,24960,32000,1.5,0.6,1, <T t='效果：法术攻击 +18' c='fffff2df'/><B/><T t='镶嵌：武器、项链' c='fffff2df'/><B/><T t='蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1040,商会宝石-5级,5级翡翠石,1,35041,1,,,,1280000,,1280000,,1,99,99,1,1,300,24960,32000,1.5,0.6,1, <T t='效果：法术防御 +24' c='fffff2df'/><B/><T t='镶嵌：衣甲、项链' c='fffff2df'/><B/><T t='可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1041,商会宝石-5级,5级黑宝石,1,35042,1,,,,1280000,,1280000,,1,99,99,1,1,300,24960,32000,1.5,0.6,1, <T t='效果：速度 +24' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1042,商会宝石-5级,5级昆仑玉,1,35043,1,,,,1280000,,1280000,,1,99,99,1,1,300,24960,32000,1.5,0.6,1, <T t='效果：治疗强度 +24' c='fffff2df'/><B/><T t='镶嵌：武器、衣甲' c='fffff2df'/><B/><T t='传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1043,商会宝石-5级,5级红纹石,1,35044,1,,,,1280000,,1280000,,1,99,99,1,1,300,24960,32000,1.5,0.6,1, <T t='效果：控制命中 +18' c='fffff2df'/><B/><T t='镶嵌：武器' c='fffff2df'/><B/><T t='神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1044,商会宝石-5级,5级神秘石,1,35045,1,,,,1280000,,1280000,,1,99,99,1,1,300,24960,32000,1.5,0.6,1, <T t='效果：控制抗性 +12' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1045,商会宝石-6级,6级光芒石,1,35046,1,,,,2560000,,2560000,,1,99,99,1,1,300,49920,64000,1.5,0.6,1, <T t='效果：生命 +120' c='fffff2df'/><B/><T t='镶嵌：衣甲、腰带' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1046,商会宝石-6级,6级太阳石,1,35047,1,,,,2560000,,2560000,,1,99,99,1,1,300,49920,64000,1.5,0.6,1, <T t='效果：物理攻击 +24' c='fffff2df'/><B/><T t='镶嵌：武器、头盔' c='fffff2df'/><B/><T t='世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1047,商会宝石-6级,6级月亮石,1,35048,1,,,,2560000,,2560000,,1,99,99,1,1,300,49920,64000,1.5,0.6,1, <T t='效果：物理防御 +36' c='fffff2df'/><B/><T t='镶嵌：衣甲、头盔' c='fffff2df'/><B/><T t='传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1048,商会宝石-6级,6级舍利子,1,35049,1,,,,2560000,,2560000,,1,99,99,1,1,300,49920,64000,1.5,0.6,1, <T t='效果：法术攻击 +18' c='fffff2df'/><B/><T t='镶嵌：武器、项链' c='fffff2df'/><B/><T t='蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1049,商会宝石-6级,6级翡翠石,1,35050,1,,,,2560000,,2560000,,1,99,99,1,1,300,49920,64000,1.5,0.6,1, <T t='效果：法术防御 +24' c='fffff2df'/><B/><T t='镶嵌：衣甲、项链' c='fffff2df'/><B/><T t='可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1050,商会宝石-6级,6级黑宝石,1,35051,1,,,,2560000,,2560000,,1,99,99,1,1,300,49920,64000,1.5,0.6,1, <T t='效果：速度 +24' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1051,商会宝石-6级,6级昆仑玉,1,35052,1,,,,2560000,,2560000,,1,99,99,1,1,300,49920,64000,1.5,0.6,1, <T t='效果：治疗强度 +24' c='fffff2df'/><B/><T t='镶嵌：武器、衣甲' c='fffff2df'/><B/><T t='传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1052,商会宝石-6级,6级红纹石,1,35053,1,,,,2560000,,2560000,,1,99,99,1,1,300,49920,64000,1.5,0.6,1, <T t='效果：控制命中 +18' c='fffff2df'/><B/><T t='镶嵌：武器' c='fffff2df'/><B/><T t='神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1053,商会宝石-6级,6级神秘石,1,35054,1,,,,2560000,,2560000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：控制抗性 +12' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1054,商会宝石-7级,7级光芒石,1,35055,1,,,,5120000,,5120000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：生命 +120' c='fffff2df'/><B/><T t='镶嵌：衣甲、腰带' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1055,商会宝石-7级,7级太阳石,1,35056,1,,,,5120000,,5120000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：物理攻击 +24' c='fffff2df'/><B/><T t='镶嵌：武器、头盔' c='fffff2df'/><B/><T t='世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1056,商会宝石-7级,7级月亮石,1,35057,1,,,,5120000,,5120000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：物理防御 +36' c='fffff2df'/><B/><T t='镶嵌：衣甲、头盔' c='fffff2df'/><B/><T t='传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1057,商会宝石-7级,7级舍利子,1,35058,1,,,,5120000,,5120000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：法术攻击 +18' c='fffff2df'/><B/><T t='镶嵌：武器、项链' c='fffff2df'/><B/><T t='蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1058,商会宝石-7级,7级翡翠石,1,35059,1,,,,5120000,,5120000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：法术防御 +24' c='fffff2df'/><B/><T t='镶嵌：衣甲、项链' c='fffff2df'/><B/><T t='可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1059,商会宝石-7级,7级黑宝石,1,35060,1,,,,5120000,,5120000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：速度 +24' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1060,商会宝石-7级,7级昆仑玉,1,35061,1,,,,5120000,,5120000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：治疗强度 +24' c='fffff2df'/><B/><T t='镶嵌：武器、衣甲' c='fffff2df'/><B/><T t='传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1061,商会宝石-7级,7级红纹石,1,35062,1,,,,5120000,,5120000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：控制命中 +18' c='fffff2df'/><B/><T t='镶嵌：武器' c='fffff2df'/><B/><T t='神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1062,商会宝石-7级,7级神秘石,1,35063,1,,,,5120000,,5120000,,1,99,99,1,1,300,99840,128000,1.5,0.6,1, <T t='效果：控制抗性 +12' c='fffff2df'/><B/><T t='镶嵌：腰带、鞋子' c='fffff2df'/><B/><T t='神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1063,商会宝石-8级,8级光芒石,1,35064,1,,,,10240000,,10240000,,1,99,99,1,1,300,199680,256000,1.5,0.6,1, <T t='效果：生命 +120' c='fffff2df'/><B/><T t='镶嵌：衣甲、腰带' c='fffff2df'/><B/><T t='稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1064,商会宝石-8级,8级太阳石,1,35065,1,,,,10240000,,10240000,,1,99,99,1,1,300,199680,256000,1.5,0.6,1, <T t='效果：物理攻击 +24' c='fffff2df'/><B/><T t='镶嵌：武器、头盔' c='fffff2df'/><B/><T t='世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1065,商会宝石-8级,8级月亮石,1,35066,1,,,,10240000,,10240000,,1,99,99,1,1,300,199680,256000,1.5,0.6,1, <T t='效果：物理防御 +36' c='fffff2df'/><B/><T t='镶嵌：衣甲、头盔' c='fffff2df'/><B/><T t='传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1066,商会宝石-8级,8级舍利子,1,35067,1,,,,10240000,,10240000,,1,99,99,1,1,300,199680,256000,1.5,0.6,1, <T t='效果：法术攻击 +18' c='fffff2df'/><B/><T t='镶嵌：武器、项链' c='fffff2df'/><B/><T t='蓝色的月亮石，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
1067,商会宝石-8级,8级翡翠石,1,35068,1,,,,10240000,,10240000,,1,99,99,1,1,300,199680,256000,1.5,0.6,1, <T t='效果：法术防御 +24' c='fffff2df'/><B/><T t='镶嵌：衣甲、项链' c='fffff2df'/><B/><T t='可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。2个低阶宝石可以合成1个高阶宝石。' c='fffff2df'/>
