技能ID,技能名称,是否预先统计目标数,是否主动,能否连击,能否被反击,是否禁止防御和保护,是否忽略隐身,是否默认自动技能,战斗内外使用,服务器分类,技能归类,选择目标类型,先发速度,消耗Hp,消耗Mp,消耗Sp,消耗Ep,串联子技能ID,子技能ID播放时间调控,脚本配置文件,技能名冒字资源,是否显示技能名冒字,是否被嘲讽影响,技能特殊延长时间,是否PVP不能使用,状态过滤是否能使用
714005,杀气诀,,true,false,true,0,,,true,1,1,480,0,,10+1.2*skilllevela,,,1100050,0,,geffect/sprite/skillbanner/luoshishu,1,1,,,
714006,猛击,,true,false,true,0,,,true,1,1,480,1000,,0,,,"7140070,7140071","0,-1",,,1,1,,,
714007,弱点打击,,false,false,false,0,,,true,1,10,1,0,,0,,,,,,,,,,,
714008,圣光洗礼,,false,false,false,0,,,true,1,10,1,0,,0,,,7140080,0,,,,,,,
721001,五雷咒,true,true,false,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1200010,1200011,1200012,1200013,1200014","0,0,0,0,0",,,1,1,,,
721002,定身符,,true,false,false,0,,,true,1,8,480,0,,10+1.2*gradea,,,1200020,0,,,1,1,,,
721003,失忆符,,true,false,false,0,,,true,1,8,480,0,,10+1.2*gradea,,,1200030,0,,,1,,,1,
721004,离魂符,,true,false,false,0,,,true,1,8,480,0,,10+1.2*gradea,,,1200040,0,,,1,,,,
721005,失心符,,true,false,false,0,,,true,1,8,480,0,,10+1.2*gradea,,,1200050,0,,,1,,,,
721006,罗汉抵抗,,false,false,false,0,,,true,1,13,4127,0,,0,,,7210060,0,,,,,,,
721007,离殇之歌,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
722001,五雷咒,true,true,true,false,0,,1,true,1,4,480,0,,10+1.4*skilllevela,,,"1200010,1200011,1200012,1200013,1200014,1200015","0,0,0,0,0,0",,,1,1,,,
722002,定身符,,true,true,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,"1200020,1200021","0,-1",,,1,1,,,
722003,催眠符,,true,false,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,1200030,0,,,1,,,1,
722004,离魂符,,true,false,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,1200040,0,,,1,,,,
722005,失心符,,true,false,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,1200050,0,,,1,,,,
722006,反震血统,,false,false,false,0,,,true,1,10,1,0,,0,,,7220060,0,,,,,,,
722007,王者馈赠,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
723001,五雷咒,true,true,true,false,0,,1,true,1,4,480,0,,10+1.4*skilllevela,,,"1200010,1200011,1200012,1200013,1200014,1200015","0,0,0,0,0,0",,,1,1,,,
723002,定身符,,true,true,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,"1200020,1200021","0,-1",,,1,1,,,
723003,催眠符,,true,false,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,1200030,0,,,1,,,1,
723004,离魂符,,true,false,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,1200040,0,,,1,,,,
723005,失心符,,true,false,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,1200050,0,,,1,,,,
723006,晶清之怒,,false,false,false,0,,,true,1,13,4127,0,,0,,,7230060,0,,,,,,,
723007,圣灵恩赐,,false,false,false,0,,,true,1,,,,,0,,,,0,,,,,,,
723008,沉默爆发,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
724001,五雷咒,true,true,true,false,0,,1,true,1,4,480,0,,10+1.4*skilllevela,,,"1200010,1200011,1200012,1200013,1200014,1200015","0,0,0,0,0,0",,,1,1,,,
724002,定身符,,true,true,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,"1200020,1200021","0,-1",,,1,1,,,
724003,催眠符,,true,false,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,1200030,0,,,1,,,1,
724004,离魂符,,true,false,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,1200040,0,,,1,,,,
724005,失心符,,true,false,false,0,,,true,1,8,480,0,,10+1.4*skilllevela,,,1200050,0,,,1,,,,
724006,野兽之力,,false,false,false,0,,,true,1,13,4127,0,,0,,,7240060,0,,,,,,,
724007,圣光意志,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
731000,变身,,true,false,false,0,,,true,1,7,1,0,,0,,,1300000,0,,,1,,,,
731001,鹰击,,true,false,false,0,,1,true,1,2,480,0,,10+1.2*gradea,,,"1300010,1300011,1300012,1300013,1300014,1300015,1300016,1300018","0,-1,-1,-1,-1,-1,-1,-1",,,1,1,,,
731002,狮搏,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,1300020,0,,,1,1,,,
731003,象形,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"1300040,1300041","0,-1",,,1,,,,
731004,生命献祭,,true,true,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"7310040,7310041,7310042","0,-1,-1",,,1,,,,
731005,连环击,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"1300050,1300051,1300052,1300053,1300054,1300055,1300056,1300057","0,-1,-1,-1,-1,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
731006,美屡气质,,false,false,false,0,,,true,1,10,1,0,,0,,,7310060,0,,,,,,,
731007,智商压制,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
731008,美女野兽,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
732000,鹰击,,true,false,false,0,,1,true,1,2,480,0,,10+1.2*gradea,,,"1300010,1300011,1300012,1300013,1300014,1300015,1300016","0,-1,-1,-1,-1,-1,-1",,,1,1,,,
732001,狮搏,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,1300020,0,,,1,1,,,
732002,魔息术,,true,false,false,0,,,true,1,7,10,0,,10+1.2*gradea,,,1300030,0,,,1,,,,
732003,象形,,true,true,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"1300040,1300041","0,-1",,,1,,,,
732004,连环击,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"1300050,1300051,1300052,1300053,1300054,1300055,1300056","0,-1,-1,-1,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
732005,精准打击,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"7320050,7320051,7320052,7320053,7320054,7320055,7320056,7320057","0,-1,-1,-1,-1,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
732006,战斗技巧,,false,false,false,0,,,true,1,10,1,0,,0,,,7320060,0,,,,,,,
732007,不留活口,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
732008,美女野兽,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
733000,鹰击,,true,false,false,0,,1,true,1,2,480,0,,10+1.2*gradea,,,"1300010,1300011,1300012,1300013,1300014,1300015,1300016","0,-1,-1,-1,-1,-1,-1",,,1,1,,,
733001,狮搏,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,1300020,0,,,1,1,,,
733002,魔息术,,true,false,false,0,,,true,1,7,10,0,,10+1.2*gradea,,,1300030,0,,,1,,,,
733003,象形,,true,true,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"1300040,1300041","0,-1",,,1,,,,
733004,连环击,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"1300050,1300051,1300052,1300053,1300054,1300055,1300056","0,-1,-1,-1,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
733005,精准打击,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"7330050,7330051,7330052,7330053,7330054,7330055,7330056,7330057","0,-1,-1,-1,-1,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
733006,强击光环,,false,false,false,0,,,true,1,13,4127,0,,0,,,7330060,0,,,,,,,
733007,兽王专精,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
733008,美女野兽,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
741001,阎罗令,true,true,false,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1400010,1400011,1400012,1400013,1400014","0,0,0,0,0",,,1,1,1500,,
741002,尸腐毒,,true,false,false,0,,,true,1,3,480,0,,10+1.2*gradea,,,"1400020,1400021,1400022","0,1000,1000",,,1,,,,
741003,六道轮回,,true,false,false,0,,,true,1,7,480,0,,10+1.2*gradea,,,"1400030,1400031,1400032,1400033,1400034,1400035,1400036","0,0,0,0,0,0,0",,,1,1,,,
741004,修罗隐身,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1400040,0,,,1,1,1500,,
741005,幽冥鬼眼,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,"1400050,1400051,1400052,1400053,1400054,1400055","0,0,0,0,0,0",,,1,,1500,,
741006,良心商人,,false,false,false,0,,,true,1,10,1,0,,0,,,7410060,0,,,,,,,
741007,持久力强,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
742001,阎罗令,true,true,false,false,0,,1,true,1,4,480,0,,10+2*skilllevela,,,"1400010,1400011,1400012,1400013,1400014,1400015","0,0,0,0,0,0",,,1,1,1500,,
742002,尸腐毒,,true,false,false,0,,,true,1,3,480,0,,10+1.2*skilllevela,,,"1400020,1400021,1400022","0,1400,1400",,,1,,,,
742003,六道轮回,,true,false,false,0,,,true,1,7,480,0,,10+1.2*skilllevela,,,"1400030,1400031,1400032,1400033,1400034,1400035,1400036","0,0,0,0,0,0,0",,,1,1,,,
742004,修罗隐身,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*skilllevela,,,1400040,0,,,1,1,1500,,
742005,幽冥鬼眼,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*skilllevela,,,"1400050,1400051,1400052,1400053,1400054,1400055","0,0,0,0,0,0",,,1,,1500,,
742006,自然姌合,,false,false,false,0,,,true,1,10,1,0,,0,,,7420060,0,,,,,,,
742007,孀妇哀怨,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
742008,邪恶领袖,,false,false,false,0,,,true,1,7,480,0,,0,,,,0,,,,,,,
743001,阎罗令,true,true,false,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1400010,1400011,1400012,1400013,1400014,1400015","0,0,0,0,0,0",,,1,1,1500,,
743002,尸腐毒,,true,false,false,0,,,true,1,3,480,0,,10+1.2*gradea,,,"1400020,1400021,1400022","0,1400,1400",,,1,,,,
743003,六道轮回,,true,false,false,0,,,true,1,7,480,0,,10+1.2*gradea,,,"1400030,1400031,1400032,1400033,1400034,1400035,1400036","0,0,0,0,0,0,0",,,1,1,,,
743004,修罗隐身,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1400040,0,,,1,1,1500,,
743005,幽冥鬼眼,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,"1400050,1400051,1400052,1400053,1400054,1400055","0,0,0,0,0,0",,,1,,1500,,
743006,月神庇护,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
743007,大地守护,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
751001,龙卷雨击,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1500010,1500011,1500012,1500013,1500014,1500015","0,0,0,0,0,0",,,1,1,,,
751002,龙腾,,true,true,false,0,,,true,1,3,480,0,,10+1.2*gradea,,,1500020,0,,,1,1,,,
751003,逆鳞,,true,false,false,0,,,true,1,8,480,0,,10+1.2*gradea,,,1500030,0,,,1,,,1,
751004,龙吟,,true,true,false,0,,,true,1,4,480,0,,10+1.2*gradea,,,1500040,0,,,1,1,,,
751005,清心,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1500050,0,,,1,,,,
751006,神教奥义,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
751007,称霸世界,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
751008,老头乐,,false,false,false,0,,,true,1,13,4127,0,,0,,,7510060,0,,,,,,,
752001,龙卷雨击,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1500010,1500011,1500012,1500013,1500014,1500015,1500016","0,0,0,0,0,0,0",,,1,1,,,
752002,龙腾,,true,true,false,0,,,true,1,3,480,0,,10+1.2*gradea,,,1500020,0,,,1,1,,,
752003,逆鳞,,true,false,false,0,,,true,1,8,480,0,,10+1.2*gradea,,,1500030,0,,,1,,,1,
752004,龙吟,,true,true,false,0,,,true,1,4,480,0,,10+1.2*gradea,,,1500040,0,,,1,1,,,
752005,清心,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1500050,0,,,1,,,,
752006,江湖老练,,false,false,false,0,,,true,1,10,1,0,,0,,,7520070,0,,,,,,,
752007,老谋深算,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
752008,老头乐,,false,false,false,0,,,true,1,13,4127,0,,0,,,7520060,0,,,,,,,
753001,龙卷雨击,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1500010,1500011,1500012,1500013,1500014,1500015,1500016","0,0,0,0,0,0,0",,,1,1,,,
753002,龙腾,,true,true,false,0,,,true,1,3,480,0,,10+1.2*gradea,,,1500020,0,,,1,1,,,
753003,逆鳞,,true,false,false,0,,,true,1,8,480,0,,10+1.2*gradea,,,1500030,0,,,1,,,1,
753004,龙吟,,true,true,false,0,,,true,1,4,480,0,,10+1.2*gradea,,,1500040,0,,,1,1,,,
753005,清心,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1500050,0,,,1,,,,
753006,腹黑魅影,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
753007,傲娇气质,,false,false,false,0,,,true,1,10,1,0,,0,,,7530060,0,,,,,,,
754001,龙卷雨击,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1500010,1500011,1500012,1500013,1500014,1500015,1500016","0,0,0,0,0,0,0",,,1,1,,,
754002,龙腾,,true,true,false,0,,,true,1,3,480,0,,10+1.2*gradea,,,1500020,0,,,1,1,,,
754003,逆鳞,,true,false,false,0,,,true,1,8,480,0,,10+1.2*gradea,,,1500030,0,,,1,,,1,
754004,龙吟,,true,true,false,0,,,true,1,4,480,0,,10+1.2*gradea,,,1500040,0,,,1,1,,,
754005,清心,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1500050,0,,,1,,,,
754006,王者壁垒,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
754007,逐日力量,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
761001,五行咒,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1600010,1600011,1600012,1600013,1600014,1600015","0,0,0,0,0,0",,,1,1,,,
761002,普度众生,,true,false,false,0,,,true,1,6,4127,0,,10+1.2*gradea,,,"1600020,1600021,1600022","0,0,0",,,1,,,,
761003,杨柳甘露,,true,false,false,0,,,true,1,7,4126,0,,10+1.2*gradea,,,"1600030,1600031","0,0",,,1,,,,
761004,灵动九天,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,"1600040,1600041,1600042,1600043,1600044","0,0,0,0,0",,,1,,,,
761005,微风拂柳,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1600050,0,,,1,,,,
761006,第一梯队,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
761007,强化复生,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
762001,五行咒,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1600010,1600011,1600012,1600013,1600014,1600015","0,0,0,0,0,0",,,1,1,,,
762002,普度众生,,true,false,false,0,,,true,1,6,4127,0,,10+1.2*gradea,,,"1600020,1600021","0,0",,,1,,,,
762003,杨柳甘露,,true,false,false,0,,,true,1,7,4126,0,,10+1.2*gradea,,,1600030,0,,,1,,,,
762004,灵动九天,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,"1600040,1600041,1600042,1600043,1600044,1600045,1600046","0,0,0,0,0,0,0",,,1,,,,
762005,微风拂柳,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1600050,0,,,1,,,,
762006,王族血脉,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
762007,圣光信仰,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
763001,五行咒,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1600010,1600011,1600012,1600013,1600014,1600015","0,0,0,0,0,0",,,1,1,,,
763002,普度众生,,true,false,false,0,,,true,1,6,4127,0,,10+1.2*gradea,,,"1600020,1600021","0,0",,,1,,,,
763003,杨柳甘露,,true,false,false,0,,,true,1,7,4126,0,,10+1.2*gradea,,,1600030,0,,,1,,,,
763004,灵动九天,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,"1600040,1600041,1600042,1600043,1600044,1600045,1600046","0,0,0,0,0,0,0",,,1,,,,
763005,微风拂柳,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1600050,0,,,1,,,,
763006,瀑流,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
763007,能量灌注,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
764001,五行咒,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1600010,1600011,1600012,1600013,1600014,1600015","0,0,0,0,0,0",,,1,1,,,
764002,普度众生,,true,false,false,0,,,true,1,6,4127,0,,10+1.2*gradea,,,"1600020,1600021","0,0",,,1,,,,
764003,杨柳甘露,,true,false,false,0,,,true,1,7,4126,0,,10+1.2*gradea,,,1600030,0,,,1,,,,
764004,灵动九天,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,"1600040,1600041,1600042,1600043,1600044,1600045,1600046","0,0,0,0,0,0,0",,,1,,,,
764005,微风拂柳,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1600050,0,,,1,,,,
764006,专注意志,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
764007,圣赞美诗,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
771001,飞沙走石,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1610010,1610011,1610012,1610013,1610014,1610015","0,0,0,0,0,0",,,1,1,,,
771002,三味真火,,true,true,false,0,,,true,1,2,480,0,,10+1.2*gradea,,,1610020,0,,,1,,,,
771003,魔王降临,,true,false,false,0,,,true,1,7,1,0,,10+1.2*gradea,,,1610030,0,,,1,1,,,
771004,踏山裂石,,true,false,false,0,,,true,1,2,480,0,,10+1.2*gradea,,,1610040,0,,,1,,,,
771005,魔王降临,,true,false,false,0,,,true,1,15,8192,0,,10+1.2*gradea,,,1610050,0,,,1,,,,
771006,特训成果,,false,false,false,0,,,true,1,13,4127,0,,0,,,7710060,0,,,,,,,
771007,陈教授之吻,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
772001,飞沙走石,true,true,true,false,0,,1,true,1,4,480,0,,10+2.4*skilllevela,,,"1610010,1610011,1610012,1610013,1610014,1610015","0,0,0,0,0,0",,,1,1,,,
772002,守护印记,,true,true,false,0,,,true,1,15,8192,0,,10+2.4*skilllevela,,,1610020,0,,,1,,,,
772003,三味真火,,true,false,false,0,,,true,1,3,480,0,,10+2.4*skilllevela,,,1610030,0,,,1,1,,,
772008,先祖印记,,true,false,false,0,,,true,1,7,1,0,,10+2.4*skilllevela,,,7720040,0,,,1,,,,
772005,魔王降临,,true,false,false,0,,,true,1,15,8192,0,,10+2.4*skilllevela,,,1610050,0,,,1,,,,
772006,白富美,,false,false,false,0,,,true,1,10,1,0,,0,,,7720060,0,,,,,,,
772007,强力党,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
773001,飞沙走石,true,true,true,false,0,,1,true,1,4,480,0,,10+2.4*skilllevela,,,"1610010,1610011,1610012,1610013,1610014,1610015","0,0,0,0,0,0",,,1,1,,,
773002,守护印记,,true,true,false,0,,,true,1,15,8192,0,,10+2.4*skilllevela,,,1610020,0,,,1,,,,
773003,三味真火,,true,false,false,0,,,true,1,3,480,0,,10+2.4*skilllevela,,,1610030,0,,,1,1,,,
773004,先祖印记,,true,false,false,0,,,true,1,7,1,0,,10+2.4*skilllevela,,,1610040,0,,,1,,,,
773005,魔王降临,,true,false,false,0,,,true,1,15,8192,0,,10+2.4*skilllevela,,,1610050,0,,,1,,,,
773006,离子炮,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
773007,强力母牛,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
774001,飞沙走石,true,true,true,false,0,,1,true,1,4,480,0,,10+2.4*skilllevela,,,"1610010,1610011,1610012,1610013,1610014,1610015","0,0,0,0,0,0",,,1,1,,,
774002,守护印记,,true,true,false,0,,,true,1,15,8192,0,,10+2.4*skilllevela,,,1610020,0,,,1,,,,
774003,三味真火,,true,false,false,0,,,true,1,3,480,0,,10+2.4*skilllevela,,,1610030,0,,,1,1,,,
774004,先祖印记,,true,false,false,0,,,true,1,7,1,0,,10+2.4*skilllevela,,,1610040,0,,,1,,,,
774005,魔王降临,,true,false,false,0,,,true,1,15,8192,0,,10+2.4*skilllevela,,,1610050,0,,,1,,,,
774006,妖术灵动,,false,false,false,0,,,true,1,10,1,0,,0,,,7740060,0,,,,,,,
774007,狂暴领袖,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
781001,月影摇光,,true,false,false,0,,1,true,1,2,480,0,,10+1.2*gradea,,,"1620010,1620011,1620012,1620014","0,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
781002,碎玉击,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,1620020,0,,,1,1,,,
781003,月刃,,true,false,true,0,,,true,1,1,480,0,,10+1.2*gradea,,,"1620030,1620031","0,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
781004,桂花醉,,true,false,false,0,,,true,1,7,1,0,,10+1.2*gradea,,,1620040,0,,,1,,,,506201
781005,月凝,,true,false,false,0,,,true,1,1,480,0,,10+1.2*gradea,,,"1620050,1620051","0,-1",,,1,1,,,
781006,呆呆标记,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
781007,重情重义,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
782001,月影摇光,,true,false,false,0,,1,true,1,2,480,0,,10+1.2*skilllevela,,,"1620010,1620011,1620012,1620013,1620014,1620015,1620016","0,1000,1300,1600,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
782002,碎玉击,,true,false,false,0,,,true,1,1,480,0,,10+1.2*skilllevela,,,"1620020,1620021","0,-1",,,1,1,,,
782003,月刃,,true,false,true,0,,,true,1,1,480,0,,0,,,"1620030,1620031,1620032,1620033,1620034,1620035","0,-1,-1,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
782004,桂花醉,,true,false,false,0,,,true,1,7,1,0,,10+1.2*skilllevela,,,1620040,0,,,1,,,,506201
782005,月凝,,true,false,false,0,,,true,1,1,480,0,,10+1.2*skilllevela,,,"1620050,1620051","0,-1",,,1,1,,,
