"id","进入等级","等级限制下限","名字","现在场景所用资源图（策划用）","描述","场景颜色","是否安全区","能否客户端跳转","是否副本","副本类型","副本外跳转地图","副本外跳转X坐标","副本外跳转Y坐标","是否可无视阻挡","可见关系","默认x","默认y","重定位地图","重定位x坐标","重定位y坐标","资源目录","战斗底图","宽度","高度","是否显示在世界地图上","等级限制上限","战斗区域描述","玩家所在世界地图位置左上角X坐标","玩家所在世界地图位置左上角Y坐标","音效","飞行符传送x坐标","飞行符传送y坐标","是否读取传送点文件","地图图标","是否隐藏队员","vip等级限制","可否组队","可否归队"
"1703","0","-1","青龙普通场","PK场","5V5普通场阵营1","FFFFFFFF","1","1","0","0","0","0","0","1","0","39","70","1615","0","0","map_1703_jingjishenweichangyousheng5v5","10","1920","1088","true","15","0","0","0","FirstBOSS_battle.ogg","53","99","","set:ditu image:10","","","",""
"1704","0","-1","白虎普通场","PK场","5V5普通场阵营2","FFFFFFFF","1","1","0","0","0","0","0","1","0","39","70","1615","0","0","map_1704_jingjiwangzhechangyousheng5v5","10","1920","1088","true","15","0","0","0","FirstBOSS_battle.ogg","53","99","","set:ditu image:10","","","",""
"1705","0","-1","青龙优胜场","PK场","5V5优胜场阵营1","FFFFFFFF","1","1","0","0","0","0","0","1","0","39","70","1615","0","0","map_1705_jingjijingyingchangputong5v5","10","1920","1088","true","15","0","0","0","FirstBOSS_battle.ogg","53","99","","set:ditu image:10","","","",""
"1706","0","-1","白虎优胜场","PK场","5V5优胜场阵营2","FFFFFFFF","1","1","0","0","0","0","0","1","0","39","70","1615","0","0","map_1706_jingjishenweichangputong5v5","10","1920","1088","true","15","0","0","0","FirstBOSS_battle.ogg","53","99","","set:ditu image:10","","","",""
"1707","0","-1","青龙优胜场","PK场","5V5优胜场阵营1","FFFFFFFF","1","1","0","0","0","0","0","1","0","39","70","1615","0","0","map_1707_jingjiwangzhechangputong5v5","10","1920","1088","true","15","0","0","0","FirstBOSS_battle.ogg","53","99","","set:ditu image:10","","","",""
"1708","0","-1","白虎优胜场","PK场","5V5优胜场阵营2","FFFFFFFF","1","1","0","0","0","0","0","1","0","39","70","1615","0","0","map_1708_jingjijingyingchangyousheng5v5","10","1920","1088","true","15","0","0","0","FirstBOSS_battle.ogg","53","99","","set:ditu image:10","","","",""
"1709","0","-1","青龙优胜场","PK场","5V5优胜场阵营1","FFFFFFFF","1","1","0","0","0","0","0","1","0","39","70","1615","0","0","map_1709_jingjishenweichangyousheng5v5","10","1920","1088","true","15","0","0","0","FirstBOSS_battle.ogg","53","99","","set:ditu image:10","","","",""
"1710","0","-1","白虎优胜场","PK场","5V5优胜场阵营2","FFFFFFFF","1","1","0","0","0","0","0","1","0","39","70","1615","0","0","map_1710_jingjiwangzhechangyousheng5v5","10","1920","1088","true","15","0","0","0","FirstBOSS_battle.ogg","53","99","","set:ditu image:10","","","",""
"1711","0","-1","帮派战","加基森","公会战","FFFFFFFF","0","1","1","0","1615","142","126","1","0","52","48","1615","257","199","map_3366_jiaodouchang","10","1920","1088","false","-1","0","0","0","music_biwuchang.ogg","52","48","","set:ditu image:3","","","0","0"
"1712","0","-1","泡泡乐园89","月光林地","熊猫人场景","FFFFFFFF","0","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1712_xiongmaoren","10","3200","2368","false","-1","0","0","0","music_biwuchang.ogg","53","99","","set:ditu image:25","","","0","0"
"1713","0","-1","泡泡乐园109","月光林地","熊猫人场景","FFFFFFFF","0","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1712_xiongmaoren","10","3200","2368","false","-1","0","0","0","music_biwuchang.ogg","53","99","","set:ditu image:25","","","0","0"
"1714","0","-1","泡泡乐园129","月光林地","熊猫人场景","FFFFFFFF","0","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1712_xiongmaoren","10","3200","2368","false","-1","0","0","0","music_biwuchang.ogg","53","99","","set:ditu image:25","","","0","0"
"1727","0","-1","小雷音","小雷音","小雷音","FFFFFFFF","1","1","0","0","0","0","0","1","0","42","50","1615","60","85","xiaoleiyin","10","6144","4096","true","-1","0","0","0","huaguoshan.ogg","88","57","","set:ditu image:24","","","0","0"
"1820","0","-1","试炼之塔1层","秘境降妖40","秘境降妖40","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1820_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1821","0","-1","试炼之塔2层","秘境降妖40","秘境降妖40","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1821_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1822","0","-1","试炼之塔3层","秘境降妖40","秘境降妖40","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1822_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1823","0","-1","试炼之塔4层","秘境降妖40","秘境降妖40","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1823_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1824","0","-1","试炼之塔5层","秘境降妖40","秘境降妖40","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1824_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","","set:ditu2 image:28","","","0","0"
"1825","0","-1","试炼之塔1层","秘境降妖70","秘境降妖70","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1825_shilianzhita","10","2688","1472","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1826","0","-1","试炼之塔2层","秘境降妖70","秘境降妖70","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1826_shilianzhita","10","2688","1472","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1827","0","-1","试炼之塔3层","秘境降妖70","秘境降妖70","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1827_shilianzhita","10","2688","1472","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1828","0","-1","试炼之塔4层","秘境降妖70","秘境降妖70","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1828_shilianzhita","10","2688","1472","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1829","0","-1","试炼之塔5层","秘境降妖70","秘境降妖70","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1829_shilianzhita","10","2688","1472","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1830","0","-1","试炼之塔6层","秘境降妖70","秘境降妖70","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1830_shilianzhita","10","2688","1472","false","-1","0","0","0","Music_beijun.ogg","53","99","","set:ditu2 image:28","","","0","0"
"1831","0","-1","试炼之塔1层","秘境降妖90","秘境降妖90","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1831_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1832","0","-1","试炼之塔2层","秘境降妖90","秘境降妖90","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1832_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1833","0","-1","试炼之塔3层","秘境降妖90","秘境降妖90","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1833_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1834","0","-1","试炼之塔4层","秘境降妖90","秘境降妖90","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1834_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1835","0","-1","试炼之塔5层","秘境降妖90","秘境降妖90","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1835_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1836","0","-1","试炼之塔6层","秘境降妖90","秘境降妖90","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1836_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1837","0","-1","试炼之塔7层","秘境降妖90","秘境降妖90","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1837_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","1","set:ditu2 image:28","","","0","0"
"1838","0","-1","试炼之塔8层","秘境降妖90","秘境降妖90","FFFFFFFF","0","1","0","0","1615","255","192","1","1","100","99","1615","0","0","map_1838_shilianzhita","10","2688","1536","false","-1","0","0","0","Music_beijun.ogg","53","99","","set:ditu2 image:28","","","0","0"
"1901","0","-1","白龙闹海","副本","副本","FFFFFFFF","0","1","1","3","1615","67","113","1","0","100","99","1615","69","115","map_1901_jianyarongdong","10","2688","1536","false","-1","0","0","0","music_longgong.ogg","93","127","1","set:ditu2 image:13","","","0","0"
"1902","0","-1","天蓬娶亲","死亡矿井","副本","FFFFFFFF","0","1","1","3","1615","67","113","1","0","100","99","1615","69","115","map_1902_feikuang","10","2560","1536","false","-1","0","0","0","dengluqu.ogg","68","57","1","set:ditu2 image:6","","","0","0"
"1903","0","-1","流沙地狱","影牙城堡","副本","FFFFFFFF","0","1","1","3","1615","67","113","1","0","100","99","1615","69","115","map_1903_yinbao","10","2688","1536","false","-1","0","0","0","music_difu.ogg","59","109","1","set:ditu2 image:18","","","0","0"
"1904","0","-1","真假猴王","剃刀沼泽","副本","FFFFFFFF","0","1","1","3","1615","67","113","1","0","100","99","1615","69","115","map_1904_huangze","10","2688","1536","false","-1","0","0","0","music_huaguoshan.ogg","16","187","1","set:ditu2 image:8","","","0","0"
"1905","0","-1","金蝉转世","血色教堂","副本","FFFFFFFF","0","1","1","3","1615","67","113","1","0","100","99","1615","69","115","map_1905_jiaotang","10","2688","1536","false","-1","0","0","0","music_hushengsi.ogg","38","131","1","set:ditu2 image:20","","","0","0"
"5001","0","-1","大雁塔1层","大雁塔一层","大雁塔一层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5001_dayanta1","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5002","0","-1","大雁塔2层","大雁塔二层","大雁塔二层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5002_dayanta2","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5003","0","-1","大雁塔3层","大雁塔三层","大雁塔三层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5003_dayanta3","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5004","0","-1","大雁塔4层","大雁塔四层","大雁塔四层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5004_dayanta4","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5005","0","-1","大雁塔5层","大雁塔五层","大雁塔五层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5005_dayanta5","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5006","0","-1","大雁塔6层","大雁塔六层","大雁塔六层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5006_dayanta6","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5007","0","-1","大雁塔7层","大雁塔七层","大雁塔七层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5007_dayanta7","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5008","0","-1","大雁塔8层","大雁塔八层","大雁塔八层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5008_dayanta8","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5009","0","-1","大雁塔9层","大雁塔九层","大雁塔九层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5009_dayanta9","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5010","0","-1","大雁塔10层","大雁塔十层","大雁塔十层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5010_dayanta10","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5011","0","-1","大雁塔11层","大雁塔十一层","大雁塔十一层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5011_dayanta11","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5012","0","-1","大雁塔12层","大雁塔十二层","大雁塔十二层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5012_dayanta12","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5013","0","-1","大雁塔13层","大雁塔十三层","大雁塔十三层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5013_dayanta13","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5014","0","-1","大雁塔14层","大雁塔十四层","大雁塔十四层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5014_dayanta14","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5015","0","-1","大雁塔15层","大雁塔十五层","大雁塔十五层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5015_dayanta15","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5016","0","-1","大雁塔16层","大雁塔十六层","大雁塔十六层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5016_dayanta16","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5017","0","-1","大雁塔17层","大雁塔十七层","大雁塔十七层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5017_dayanta17","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5018","0","-1","大雁塔18层","大雁塔十八层","大雁塔十八层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5018_dayanta18","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"5019","0","-1","大雁塔19层","大雁塔十九层","大雁塔十九层","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5019_dayanta19","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
