"id","活动类型","备注","任务类型","类型下组id","后置任务","接任务npcid","任务栏任务名称","任务名称","任务目的","任务描述","追踪显示任务名","追踪描述","寻路跳转","是否自动完成","提交任务NPC","是否可任性","公会求助","世界求助","任务栏任务名称（交）","任务名称（交）","任务目的（交）","任务描述（交）","追踪显示任务名（交）","追踪描述（交）","接任务对话","目标NPC对话","交任务对话","任务完成后提示","奖励","匹配奖励方式","分级奖励","任务难度"
"1010011","1010000","师门寻物-环装","4","1","","1","师门任务","师门任务•寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff8c5e2a""></T><T t=""$ItemName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T>","<T t=""帮师傅找个"" c=""ff8c5e2a""></T><T t=""$ItemName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""(拥有$Number2$/$Number3$)"" c=""FF02972C""></T><T t=""上交可获得强化石"" c=""ff8c5e2a""></T>","师门•寻物($Number$/$Number1$)","<T t=""找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""打造或在兵器铺购买"" c=""fffff2df""></T><T t=""(上交可获得强化石)"" c=""ffffff00""></T>","1","0","11@13104,12@13101,13@13102,14@13100,15@13105,16@13103,18@13106,17@13107,19@13108,21@13111,24@13110,25@13112,22@13109","0","","","职业任务-寻物($Number$/$Number1$)","职业任务-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff005b0f""></T><T t=""用来补充联盟的日常消耗"" c=""ff5f3e22""></T>","职业任务-寻物($Number$/$Number1$)","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff005b0f""></T>","7","","8","193124","5004","","","1"
"1010012","1010000","师门收集-宠物","5","1","","1","师门任务","师门任务•寻宠($Number$/$Number1$)","<T t=""需求"" c=""ff8c5e2a""></T><T t=""$PetName$"" c=""FF02972C""></T>","<T t=""购买一只"" c=""ff8c5e2a""></T><T t=""$PetName$"" c=""FF02972C""></T><T t=""(拥有$Number2$/$Number3$)"" c=""FF02972C""></T><T t=""可前往花香香处购买，上交宠物概率获得金柳露"" c=""ff8c5e2a""></T>","师门•寻宠($Number$/$Number1$)","<T t=""购买一只"" c=""fffff2df""></T><T t=""$PetName$"" c=""ff00ff00""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""花香香处购买"" c=""fffff2df""></T><T t=""(上交概率获得金柳露)"" c=""ffffff00""></T>","1","0","11@13104,12@13101,13@13102,14@13100,15@13105,16@13103,18@13106,17@13107,19@13108,21@13111,24@13110,25@13112,22@13109","0","","","职业任务-捉宠($Number$/$Number1$)","职业任务-捉宠($Number$/$Number1$)","<T t=""去购买或去挂机场景捉"" c=""ff5f3e22""></T><T t=""$PetName$"" c=""ff005b0f""></T>","<T t=""职业导师让你去购买或去挂机场景捉"" c=""ff5f3e22""></T><T t=""$PetName$"" c=""ff005b0f""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff005b0f""></T><T t=""整天找这找那的联盟是有多穷啊！"" c=""ff5f3e22""></T>","职业任务-捉宠($Number$/$Number1$)","<T t=""职业导师让你去购买或去挂机场景捉"" c=""ff5f3e22""></T><T t=""$PetName$"" c=""ff005b0f""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff005b0f""></T>","7","","8","193125","5006","","","1"
"1010013","1010000","师门平定-长安地痞流氓","7","65","","1","师门任务","师门任务•平定($Number$/$Number1$)","<T t=""教训"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T>","<T t=""前往"" c=""ff8c5e2a""></T><T t=""$MapName$"" c=""FF02972C""></T><T t=""教训"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T>","师门•平定($Number$/$Number1$)","<T t=""前往"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""教训"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","1","","0","","","职业任务-巡逻($Number$/$Number1$)","职业任务-巡逻($Number$/$Number1$)","<T t=""去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""巡逻"" c=""ff5f3e22""></T>","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""巡逻"" c=""ff5f3e22""></T><T t=""教训一些不求上进的无良地痞"" c=""ff5f3e22""></T>","职业任务-巡逻($Number$/$Number1$)","<T t=""职业导师让你去"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""巡逻"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1010014","1010000","师门挑战任务","7","66","","1","师门任务","师门任务•切磋($Number$/$Number1$)","<T t=""去和"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""进行友好切磋"" c=""ff8c5e2a""></T><T t=""来证明自己"" c=""ff8c5e2a""></T>","<T t=""去挑战"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""证明自己"" c=""ff8c5e2a""></T>","师门•切磋($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来证明自己，"" c=""fffff2df""></T><T t=""加油！"" c=""fffff2df""></T>","1","1","","0","","","职业任务-挑战($Number$/$Number1$)","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1010015","1010000","师门挑战任务","7","67","","1","师门任务","师门任务•切磋($Number$/$Number1$)","<T t=""去和"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""进行友好切磋"" c=""ff8c5e2a""></T><T t=""来证明自己"" c=""ff8c5e2a""></T>","<T t=""去挑战"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""证明自己"" c=""ff8c5e2a""></T>","师门•切磋($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来证明自己，"" c=""fffff2df""></T><T t=""加油！"" c=""fffff2df""></T>","1","1","","0","","","职业任务-挑战($Number$/$Number1$)","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1010016","1010000","师门挑战任务","7","68","","1","师门任务","师门任务•切磋($Number$/$Number1$)","<T t=""去和"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""进行友好切磋"" c=""ff8c5e2a""></T><T t=""来证明自己"" c=""ff8c5e2a""></T>","<T t=""去挑战"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""证明自己"" c=""ff8c5e2a""></T>","师门•切磋($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来证明自己，"" c=""fffff2df""></T><T t=""加油！"" c=""fffff2df""></T>","1","1","","0","","","职业任务-挑战($Number$/$Number1$)","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1010017","1010000","师门挑战任务","7","69","","1","师门任务","师门任务•切磋($Number$/$Number1$)","<T t=""去和"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""进行友好切磋"" c=""ff8c5e2a""></T><T t=""来证明自己"" c=""ff8c5e2a""></T>","<T t=""去挑战"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""证明自己"" c=""ff8c5e2a""></T>","师门•切磋($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来证明自己，"" c=""fffff2df""></T><T t=""加油！"" c=""fffff2df""></T>","1","1","","0","","","职业任务-挑战($Number$/$Number1$)","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1010018","1010000","师门挑战任务","7","70","","1","师门任务","师门任务•切磋($Number$/$Number1$)","<T t=""去和"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""进行友好切磋"" c=""ff8c5e2a""></T><T t=""来证明自己"" c=""ff8c5e2a""></T>","<T t=""去挑战"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""证明自己"" c=""ff8c5e2a""></T>","师门•切磋($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来证明自己，"" c=""fffff2df""></T><T t=""加油！"" c=""fffff2df""></T>","1","1","","0","","","职业任务-挑战($Number$/$Number1$)","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1010019","1010000","师门挑战任务","7","71","","1","师门任务","师门任务•切磋($Number$/$Number1$)","<T t=""去和"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""进行友好切磋"" c=""ff8c5e2a""></T><T t=""来证明自己"" c=""ff8c5e2a""></T>","<T t=""去挑战"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""证明自己"" c=""ff8c5e2a""></T>","师门•切磋($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来证明自己，"" c=""fffff2df""></T><T t=""加油！"" c=""fffff2df""></T>","1","1","","0","","","职业任务-挑战($Number$/$Number1$)","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1010020","1010000","师门挑战任务","7","72","","1","师门任务","师门任务•切磋($Number$/$Number1$)","<T t=""去和"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""进行友好切磋"" c=""ff8c5e2a""></T><T t=""来证明自己"" c=""ff8c5e2a""></T>","<T t=""去挑战"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""证明自己"" c=""ff8c5e2a""></T>","师门•切磋($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来证明自己，"" c=""fffff2df""></T><T t=""加油！"" c=""fffff2df""></T>","1","1","","0","","","职业任务-挑战($Number$/$Number1$)","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1010021","1010000","师门挑战任务","7","73","","1","师门任务","师门任务•切磋($Number$/$Number1$)","<T t=""去和"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""进行友好切磋"" c=""ff8c5e2a""></T><T t=""来证明自己"" c=""ff8c5e2a""></T>","<T t=""去挑战"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""证明自己"" c=""ff8c5e2a""></T>","师门•切磋($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来证明自己，"" c=""fffff2df""></T><T t=""加油！"" c=""fffff2df""></T>","1","1","","0","","","职业任务-挑战($Number$/$Number1$)","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1010022","1010000","师门挑战任务","7","74","","1","师门任务","师门任务•切磋($Number$/$Number1$)","<T t=""去和"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""进行友好切磋"" c=""ff8c5e2a""></T><T t=""来证明自己"" c=""ff8c5e2a""></T>","<T t=""去挑战"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""来"" c=""ff8c5e2a""></T><T t=""证明自己"" c=""ff8c5e2a""></T>","师门•切磋($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来证明自己，"" c=""fffff2df""></T><T t=""加油！"" c=""fffff2df""></T>","1","1","","0","","","职业任务-挑战($Number$/$Number1$)","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业任务-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1030001","1030000","抓鬼任务1","7","14","","161501","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T>","<T t=""帮钟馗捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""不要让它在外面胡作非为"" c=""ff8c5e2a""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""。"" c=""fffff2df""></T>","1","1","","0","","","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""。"" c=""ff5f3e22""></T>","10","","","","","","","1"
"1030002","1030000","抓鬼任务1","7","15","","161501","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T>","<T t=""帮钟馗捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""不要让它在外面胡作非为"" c=""ff8c5e2a""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""。"" c=""fffff2df""></T>","1","1","","0","","","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""。"" c=""ff5f3e22""></T>","10","","","","","","","1"
"1030003","1030000","抓鬼任务3","7","16","","161501","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T>","<T t=""帮钟馗捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""不要让它在外面胡作非为"" c=""ff8c5e2a""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""。"" c=""fffff2df""></T>","1","1","","0","","","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""。"" c=""ff5f3e22""></T>","10","","","","","","","1"
"1030004","1030000","抓鬼任务4","7","17","","161501","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T>","<T t=""帮钟馗捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""不要让它在外面胡作非为"" c=""ff8c5e2a""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""。"" c=""fffff2df""></T>","1","1","","0","","","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""。"" c=""ff5f3e22""></T>","10","","","","","","","1"
"1030005","1030000","抓鬼任务5","7","18","","161501","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T>","<T t=""帮钟馗捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""不要让它在外面胡作非为"" c=""ff8c5e2a""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""。"" c=""fffff2df""></T>","1","1","","0","","","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""。"" c=""ff5f3e22""></T>","10","","","","","","","1"
"1030006","1030000","抓鬼任务6","7","19","","161501","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T>","<T t=""帮钟馗捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""不要让它在外面胡作非为"" c=""ff8c5e2a""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""。"" c=""fffff2df""></T>","1","1","","0","","","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""。"" c=""ff5f3e22""></T>","10","","","","","","","1"
"1030007","1030000","抓鬼任务7","7","20","","161501","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T>","<T t=""帮钟馗捉拿"" c=""ff8c5e2a""></T><T t=""$NPCName$"" c=""FF02972C""></T><T t=""不要让它在外面胡作非为"" c=""ff8c5e2a""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""。"" c=""fffff2df""></T>","1","1","","0","","","捉鬼任务","捉鬼($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼($Number$/$Number1$)","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff005b0f""></T><T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff005b0f""></T><T t=""。"" c=""ff5f3e22""></T>","10","","","","","","","1"
