序号,活动ID,服务器id,开启时间,开始时间显示,开启时间2,结束时间,是否提醒,活动实际推迟时间,提前提醒时间,周循环活动,活动名
270006,270,0,00:00:01,270006,00:00:01,23:59:59,0,0,0,6,大雁塔1星
270007,270,0,00:00:01,270007,00:00:01,23:59:59,0,0,0,7,大雁塔1星
270008,270,0,00:00:01,270008,00:00:01,23:59:59,0,0,0,1,大雁塔2星
270009,270,0,00:00:01,270009,00:00:01,23:59:59,0,0,0,2,大雁塔2星
270010,270,0,00:00:01,270010,00:00:01,23:59:59,0,0,0,3,大雁塔2星
270011,270,0,00:00:01,270011,00:00:01,23:59:59,0,0,0,4,大雁塔2星
270012,270,0,00:00:01,270012,00:00:01,23:59:59,0,0,0,5,大雁塔2星
270013,270,0,00:00:01,270013,00:00:01,23:59:59,0,0,0,6,大雁塔2星
270014,270,0,00:00:01,270014,00:00:01,23:59:59,0,0,0,7,大雁塔2星
270015,270,0,00:00:01,270015,00:00:01,23:59:59,0,0,0,1,大雁塔3星
270016,270,0,00:00:01,270016,00:00:01,23:59:59,0,0,0,2,大雁塔3星
270017,270,0,00:00:01,270017,00:00:01,23:59:59,0,0,0,3,大雁塔3星
270018,270,0,00:00:01,270018,00:00:01,23:59:59,0,0,0,4,大雁塔3星
270019,270,0,00:00:01,270019,00:00:01,23:59:59,0,0,0,5,大雁塔3星
270020,270,0,00:00:01,270020,00:00:01,23:59:59,0,0,0,6,大雁塔3星
270021,270,0,00:00:01,270021,00:00:01,23:59:59,0,0,0,7,大雁塔3星
270022,270,0,00:00:01,270022,00:00:01,23:59:59,0,0,0,1,大雁塔4星
270023,270,0,00:00:01,270023,00:00:01,23:59:59,0,0,0,2,大雁塔4星
270024,270,0,00:00:01,270024,00:00:01,23:59:59,0,0,0,3,大雁塔4星
270025,270,0,00:00:01,270025,00:00:01,23:59:59,0,0,0,4,大雁塔4星
270026,270,0,00:00:01,270026,00:00:01,23:59:59,0,0,0,5,大雁塔4星
270027,270,0,00:00:01,270027,00:00:01,23:59:59,0,0,0,6,大雁塔4星
270028,270,0,00:00:01,270028,00:00:01,23:59:59,0,0,0,7,大雁塔4星
270029,270,0,00:00:01,270029,00:00:01,23:59:59,0,0,0,1,大雁塔5星
270030,270,0,00:00:01,270030,00:00:01,23:59:59,0,0,0,2,大雁塔5星
270031,270,0,00:00:01,270031,00:00:01,23:59:59,0,0,0,3,大雁塔5星
270032,270,0,00:00:01,270032,00:00:01,23:59:59,0,0,0,4,大雁塔5星
270033,270,0,00:00:01,270033,00:00:01,23:59:59,0,0,0,5,大雁塔5星
270034,270,0,00:00:01,270034,00:00:01,23:59:59,0,0,0,6,大雁塔5星
270035,270,0,00:00:01,270035,00:00:01,23:59:59,0,0,0,7,大雁塔5星
271001,271,0,00:00:01,271001,00:00:01,23:59:59,0,0,0,1,远古妖魔
271002,271,0,00:00:01,271002,00:00:01,23:59:59,0,0,0,2,远古妖魔
271003,271,0,00:00:01,271003,00:00:01,23:59:59,0,0,0,3,远古妖魔
271004,271,0,00:00:01,271004,00:00:01,23:59:59,0,0,0,4,远古妖魔
271005,271,0,00:00:01,271005,00:00:01,23:59:59,0,0,0,5,远古妖魔
271006,271,0,00:00:01,271006,00:00:01,23:59:59,0,0,0,6,远古妖魔
271007,271,0,00:00:01,271007,00:00:01,23:59:59,0,0,0,7,远古妖魔
272001,272,0,00:00:01,272001,00:00:01,23:59:59,0,0,0,1,二十八星宿之影
272002,272,0,00:00:01,272002,00:00:01,23:59:59,0,0,0,2,二十八星宿之影
272003,272,0,00:00:01,272003,00:00:01,23:59:59,0,0,0,3,二十八星宿之影
272004,272,0,00:00:01,272004,00:00:01,23:59:59,0,0,0,4,二十八星宿之影
272005,272,0,00:00:01,272005,00:00:01,23:59:59,0,0,0,5,二十八星宿之影
272006,272,0,00:00:01,272006,00:00:01,23:59:59,0,0,0,6,二十八星宿之影
272007,272,0,00:00:01,272007,00:00:01,23:59:59,0,0,0,7,二十八星宿之影
272008,272,0,00:00:01,272008,00:00:01,23:59:59,0,0,0,1,二十八星宿
272009,272,0,00:00:01,272009,00:00:01,23:59:59,0,0,0,2,二十八星宿
272010,272,0,00:00:01,272010,00:00:01,23:59:59,0,0,0,3,二十八星宿
272011,272,0,00:00:01,272011,00:00:01,23:59:59,0,0,0,4,二十八星宿
272012,272,0,00:00:01,272012,00:00:01,23:59:59,0,0,0,5,二十八星宿
272013,272,0,00:00:01,272013,00:00:01,23:59:59,0,0,0,6,二十八星宿
272014,272,0,00:00:01,272014,00:00:01,23:59:59,0,0,0,7,二十八星宿
272015,272,0,00:00:01,272015,00:00:01,23:59:59,0,0,0,1,二十八星宿之怒
272016,272,0,00:00:01,272016,00:00:01,23:59:59,0,0,0,2,二十八星宿之怒
272017,272,0,00:00:01,272017,00:00:01,23:59:59,0,0,0,3,二十八星宿之怒
272018,272,0,00:00:01,272018,00:00:01,23:59:59,0,0,0,4,二十八星宿之怒
272019,272,0,00:00:01,272019,00:00:01,23:59:59,0,0,0,5,二十八星宿之怒
272020,272,0,00:00:01,272020,00:00:01,23:59:59,0,0,0,6,二十八星宿之怒
272021,272,0,00:00:01,272021,00:00:01,23:59:59,0,0,0,7,二十八星宿之怒
273001,273,0,00:00:01,273001,00:00:01,23:59:59,0,0,0,1,十二元辰
273002,273,0,00:00:01,273002,00:00:01,23:59:59,0,0,0,2,十二元辰
273003,273,0,00:00:01,273003,00:00:01,23:59:59,0,0,0,3,十二元辰
273004,273,0,00:00:01,273004,00:00:01,23:59:59,0,0,0,4,十二元辰
273005,273,0,00:00:01,273005,00:00:01,23:59:59,0,0,0,5,十二元辰
273006,273,0,00:00:01,273006,00:00:01,23:59:59,0,0,0,6,十二元辰
273007,273,0,00:00:01,273007,00:00:01,23:59:59,0,0,0,7,十二元辰
274001,274,0,00:00:01,274001,00:00:01,21:59:59,0,0,0,1,四方星官
274002,274,0,00:00:01,274002,00:00:01,21:59:59,0,0,0,2,四方星官
274003,274,0,00:00:01,274003,00:00:01,21:59:59,0,0,0,3,四方星官
274004,274,0,00:00:01,274004,00:00:01,21:59:59,0,0,0,4,四方星官
274005,274,0,00:00:01,274005,00:00:01,21:59:59,0,0,0,5,四方星官
274006,274,0,00:00:01,274006,00:00:01,21:59:59,0,0,0,6,四方星官
274007,274,0,00:00:01,274007,00:00:01,21:59:59,0,0,0,7,四方星官
275001,275,0,00:00:01,275001,00:00:01,21:59:59,0,0,0,1,九曜星官
275002,275,0,00:00:01,275002,00:00:01,21:59:59,0,0,0,2,九曜星官
275003,275,0,00:00:01,275003,00:00:01,21:59:59,0,0,0,3,九曜星官
275004,275,0,00:00:01,275004,00:00:01,21:59:59,0,0,0,4,九曜星官
275005,275,0,00:00:01,275005,00:00:01,21:59:59,0,0,0,5,九曜星官
275006,275,0,00:00:01,275006,00:00:01,21:59:59,0,0,0,6,九曜星官
275007,275,0,00:00:01,275007,00:00:01,21:59:59,0,0,0,7,九曜星官
276001,276,0,00:00:01,276001,00:00:01,23:59:59,0,0,0,1,地煞1星
276002,276,0,00:00:01,276002,00:00:01,23:59:59,0,0,0,2,地煞1星
276003,276,0,00:00:01,276003,00:00:01,23:59:59,0,0,0,3,地煞1星
276004,276,0,00:00:01,276004,00:00:01,23:59:59,0,0,0,4,地煞1星
276005,276,0,00:00:01,276005,00:00:01,23:59:59,0,0,0,5,地煞1星
276006,276,0,00:00:01,276006,00:00:01,23:59:59,0,0,0,6,地煞1星
276007,276,0,00:00:01,276007,00:00:01,23:59:59,0,0,0,7,地煞1星
277001,346,0,00:00:01,277001,00:00:01,23:59:59,0,0,0,1,地煞2星
277002,346,0,00:00:01,277002,00:00:01,23:59:59,0,0,0,2,地煞2星
277003,346,0,00:00:01,277003,00:00:01,23:59:59,0,0,0,3,地煞2星
277004,346,0,00:00:01,277004,00:00:01,23:59:59,0,0,0,4,地煞2星
277005,346,0,00:00:01,277005,00:00:01,23:59:59,0,0,0,5,地煞2星
277006,346,0,00:00:01,277006,00:00:01,23:59:59,0,0,0,6,地煞2星
277007,346,0,00:00:01,277007,00:00:01,23:59:59,0,0,0,7,地煞2星
278001,347,0,00:00:01,278001,00:00:01,23:59:59,0,0,0,1,地煞3星
278002,347,0,00:00:01,278002,00:00:01,23:59:59,0,0,0,2,地煞3星
278003,347,0,00:00:01,278003,00:00:01,23:59:59,0,0,0,3,地煞3星
278004,347,0,00:00:01,278004,00:00:01,23:59:59,0,0,0,4,地煞3星
278005,347,0,00:00:01,278005,00:00:01,23:59:59,0,0,0,5,地煞3星
278006,347,0,00:00:01,278006,00:00:01,23:59:59,0,0,0,6,地煞3星
278007,347,0,00:00:01,278007,00:00:01,23:59:59,0,0,0,7,地煞3星
279001,348,0,00:00:01,279001,00:00:01,23:59:59,0,0,0,1,地煞4星
279002,348,0,00:00:01,279002,00:00:01,23:59:59,0,0,0,2,地煞4星
279003,348,0,00:00:01,279003,00:00:01,23:59:59,0,0,0,3,地煞4星
279004,348,0,00:00:01,279004,00:00:01,23:59:59,0,0,0,4,地煞4星
279005,348,0,00:00:01,279005,00:00:01,23:59:59,0,0,0,5,地煞4星
279006,348,0,00:00:01,279006,00:00:01,23:59:59,0,0,0,6,地煞4星
279007,348,0,00:00:01,279007,00:00:01,23:59:59,0,0,0,7,地煞4星
280001,349,0,00:00:01,280001,00:00:01,23:59:59,0,0,0,1,地煞5星
280002,349,0,00:00:01,280002,00:00:01,23:59:59,0,0,0,2,地煞5星
280003,349,0,00:00:01,280003,00:00:01,23:59:59,0,0,0,3,地煞5星
280004,349,0,00:00:01,280004,00:00:01,23:59:59,0,0,0,4,地煞5星
280005,349,0,00:00:01,280005,00:00:01,23:59:59,0,0,0,5,地煞5星
280006,349,0,00:00:01,280006,00:00:01,23:59:59,0,0,0,6,地煞5星
280007,349,0,00:00:01,280007,00:00:01,23:59:59,0,0,0,7,地煞5星
290001,350,0,00:00:01,290001,00:00:01,23:59:59,0,0,0,1,地煞6星
290002,350,0,00:00:01,290002,00:00:01,23:59:59,0,0,0,2,地煞6星
290003,350,0,00:00:01,290003,00:00:01,23:59:59,0,0,0,3,地煞6星
290004,350,0,00:00:01,290004,00:00:01,23:59:59,0,0,0,4,地煞6星
290005,350,0,00:00:01,290005,00:00:01,23:59:59,0,0,0,5,地煞6星
290006,350,0,00:00:01,290006,00:00:01,23:59:59,0,0,0,6,地煞6星
290007,350,0,00:00:01,290007,00:00:01,23:59:59,0,0,0,7,地煞6星
291001,351,0,00:00:01,291001,00:00:01,23:59:59,0,0,0,1,地煞7星
291002,351,0,00:00:01,291002,00:00:01,23:59:59,0,0,0,2,地煞7星
291003,351,0,00:00:01,291003,00:00:01,23:59:59,0,0,0,3,地煞7星
291004,351,0,00:00:01,291004,00:00:01,23:59:59,0,0,0,4,地煞7星
291005,351,0,00:00:01,291005,00:00:01,23:59:59,0,0,0,5,地煞7星
291006,351,0,00:00:01,291006,00:00:01,23:59:59,0,0,0,6,地煞7星
291007,351,0,00:00:01,291007,00:00:01,23:59:59,0,0,0,7,地煞7星
292001,352,0,00:00:01,292001,00:00:01,23:59:59,0,0,0,1,地煞8星
292002,352,0,00:00:01,292002,00:00:01,23:59:59,0,0,0,2,地煞8星
292003,352,0,00:00:01,292003,00:00:01,23:59:59,0,0,0,3,地煞8星
292004,352,0,00:00:01,292004,00:00:01,23:59:59,0,0,0,4,地煞8星
292005,352,0,00:00:01,292005,00:00:01,23:59:59,0,0,0,5,地煞8星
292006,352,0,00:00:01,292006,00:00:01,23:59:59,0,0,0,6,地煞8星
292007,352,0,00:00:01,292007,00:00:01,23:59:59,0,0,0,7,地煞8星
293001,293,0,00:00:01,293001,00:00:01,23:59:59,0,0,0,1,天罡1星
293002,293,0,00:00:01,293002,00:00:01,23:59:59,0,0,0,2,天罡1星
293003,293,0,00:00:01,293003,00:00:01,23:59:59,0,0,0,3,天罡1星
293004,293,0,00:00:01,293004,00:00:01,23:59:59,0,0,0,4,天罡1星
293005,293,0,00:00:01,293005,00:00:01,23:59:59,0,0,0,5,天罡1星
293006,293,0,00:00:01,293006,00:00:01,23:59:59,0,0,0,6,天罡1星
293007,293,0,00:00:01,293007,00:00:01,23:59:59,0,0,0,7,天罡1星
294001,353,0,00:00:01,294001,00:00:01,23:59:59,0,0,0,1,天罡2星
294002,353,0,00:00:01,294002,00:00:01,23:59:59,0,0,0,2,天罡2星
294003,353,0,00:00:01,294003,00:00:01,23:59:59,0,0,0,3,天罡2星
294004,353,0,00:00:01,294004,00:00:01,23:59:59,0,0,0,4,天罡2星
294005,353,0,00:00:01,294005,00:00:01,23:59:59,0,0,0,5,天罡2星
294006,353,0,00:00:01,294006,00:00:01,23:59:59,0,0,0,6,天罡2星
294007,353,0,00:00:01,294007,00:00:01,23:59:59,0,0,0,7,天罡2星
295001,354,0,00:00:01,295001,00:00:01,23:59:59,0,0,0,1,天罡3星
295002,354,0,00:00:01,295002,00:00:01,23:59:59,0,0,0,2,天罡3星
295003,354,0,00:00:01,295003,00:00:01,23:59:59,0,0,0,3,天罡3星
295004,354,0,00:00:01,295004,00:00:01,23:59:59,0,0,0,4,天罡3星
295005,354,0,00:00:01,295005,00:00:01,23:59:59,0,0,0,5,天罡3星
295006,354,0,00:00:01,295006,00:00:01,23:59:59,0,0,0,6,天罡3星
295007,354,0,00:00:01,295007,00:00:01,23:59:59,0,0,0,7,天罡3星
296001,355,0,00:00:01,296001,00:00:01,23:59:59,0,0,0,1,天罡4星
296002,355,0,00:00:01,296002,00:00:01,23:59:59,0,0,0,2,天罡4星
296003,355,0,00:00:01,296003,00:00:01,23:59:59,0,0,0,3,天罡4星
296004,355,0,00:00:01,296004,00:00:01,23:59:59,0,0,0,4,天罡4星
296005,355,0,00:00:01,296005,00:00:01,23:59:59,0,0,0,5,天罡4星
296006,355,0,00:00:01,296006,00:00:01,23:59:59,0,0,0,6,天罡4星
296007,355,0,00:00:01,296007,00:00:01,23:59:59,0,0,0,7,天罡4星
297001,356,0,00:00:01,297001,00:00:01,23:59:59,0,0,0,1,天罡5星
297002,356,0,00:00:01,297002,00:00:01,23:59:59,0,0,0,2,天罡5星
297003,356,0,00:00:01,297003,00:00:01,23:59:59,0,0,0,3,天罡5星
297004,356,0,00:00:01,297004,00:00:01,23:59:59,0,0,0,4,天罡5星
297005,356,0,00:00:01,297005,00:00:01,23:59:59,0,0,0,5,天罡5星
297006,356,0,00:00:01,297006,00:00:01,23:59:59,0,0,0,6,天罡5星
297007,356,0,00:00:01,297007,00:00:01,23:59:59,0,0,0,7,天罡5星
300001,357,0,00:00:01,300001,00:00:01,23:59:59,0,0,0,1,天罡6星
300002,357,0,00:00:01,300002,00:00:01,23:59:59,0,0,0,2,天罡6星
300003,357,0,00:00:01,300003,00:00:01,23:59:59,0,0,0,3,天罡6星
300004,357,0,00:00:01,300004,00:00:01,23:59:59,0,0,0,4,天罡6星
300005,357,0,00:00:01,300005,00:00:01,23:59:59,0,0,0,5,天罡6星
300006,357,0,00:00:01,300006,00:00:01,23:59:59,0,0,0,6,天罡6星
300007,357,0,00:00:01,300007,00:00:01,23:59:59,0,0,0,7,天罡6星
301001,358,0,00:00:01,301001,00:00:01,23:59:59,0,0,0,1,天罡7星
301002,358,0,00:00:01,301002,00:00:01,23:59:59,0,0,0,2,天罡7星
301003,358,0,00:00:01,301003,00:00:01,23:59:59,0,0,0,3,天罡7星
301004,358,0,00:00:01,301004,00:00:01,23:59:59,0,0,0,4,天罡7星
301005,358,0,00:00:01,301005,00:00:01,23:59:59,0,0,0,5,天罡7星
301006,358,0,00:00:01,301006,00:00:01,23:59:59,0,0,0,6,天罡7星
301007,358,0,00:00:01,301007,00:00:01,23:59:59,0,0,0,7,天罡7星
302001,359,0,00:00:01,302001,00:00:01,23:59:59,0,0,0,1,天罡8星
302002,359,0,00:00:01,302002,00:00:01,23:59:59,0,0,0,2,天罡8星
302003,359,0,00:00:01,302003,00:00:01,23:59:59,0,0,0,3,天罡8星
302004,359,0,00:00:01,302004,00:00:01,23:59:59,0,0,0,4,天罡8星
302005,359,0,00:00:01,302005,00:00:01,23:59:59,0,0,0,5,天罡8星
302006,359,0,00:00:01,302006,00:00:01,23:59:59,0,0,0,6,天罡8星
302007,359,0,00:00:01,302007,00:00:01,23:59:59,0,0,0,7,天罡8星
277050,299,0,00:00:01,277050,00:00:01,23:59:59,0,0,0,1,泡泡王
277051,299,0,00:00:01,277051,00:00:01,23:59:59,0,0,0,2,泡泡王
277052,299,0,00:00:01,277052,00:00:01,23:59:59,0,0,0,3,泡泡王
277053,299,0,00:00:01,277053,00:00:01,23:59:59,0,0,0,4,泡泡王
277054,299,0,00:00:01,277054,00:00:01,23:59:59,0,0,0,5,泡泡王
277055,299,0,00:00:01,277055,00:00:01,23:59:59,0,0,0,6,泡泡王
277056,299,0,00:00:01,277056,00:00:01,23:59:59,0,0,0,7,泡泡王
277057,230,0,19:00:00,277057,19:00:00,19:30:00,0,0,0,1,激情宝箱
277058,230,0,19:00:00,277058,19:00:00,19:30:00,0,0,0,2,激情宝箱
277059,230,0,19:00:00,277059,19:00:00,19:30:00,0,0,0,3,激情宝箱
277060,230,0,19:00:00,277060,19:00:00,19:30:00,0,0,0,4,激情宝箱
277061,230,0,19:00:00,277061,19:00:00,19:30:00,0,0,0,5,激情宝箱
277062,230,0,19:00:00,277062,19:00:00,19:30:00,0,0,0,6,激情宝箱
277063,230,0,19:00:00,277063,19:00:00,19:30:00,0,0,0,7,激情宝箱
299001,299,0,00:00:01,299001,00:00:01,23:59:59,1,0,0,1,泡泡王
299002,299,0,00:00:01,299002,00:00:01,23:59:59,1,0,0,2,泡泡王
299003,299,0,00:00:01,299003,00:00:01,23:59:59,1,0,0,3,泡泡王
299004,299,0,00:00:01,299004,00:00:01,23:59:59,1,0,0,4,泡泡王
299005,299,0,00:00:01,299005,00:00:01,23:59:59,1,0,0,5,泡泡王
299006,299,0,00:00:01,299006,00:00:01,23:59:59,1,0,0,6,泡泡王
299007,299,0,00:00:01,299007,00:00:01,23:59:59,1,0,0,7,泡泡王
303001,303,0,00:00:01,303001,00:00:01,23:59:59,1,0,0,1,年兽
303002,303,0,00:00:01,303002,00:00:01,23:59:59,1,0,0,2,年兽
303003,303,0,00:00:01,303003,00:00:01,23:59:59,1,0,0,3,年兽
303004,303,0,00:00:01,303004,00:00:01,23:59:59,1,0,0,4,年兽
303005,303,0,00:00:01,303005,00:00:01,23:59:59,1,0,0,5,年兽
303006,303,0,00:00:01,303006,00:00:01,23:59:59,1,0,0,6,年兽
303007,303,0,00:00:01,303007,00:00:01,23:59:59,1,0,0,7,年兽
308002,308,0,00:00:01,308002,00:00:01,23:59:59,0,0,0,2,三界群雄会
308003,308,0,00:00:01,308003,00:00:01,23:59:59,0,0,0,3,三界群雄会
308004,308,0,00:00:01,308004,00:00:01,23:59:59,0,0,0,4,三界群雄会
308005,308,0,00:00:01,308005,00:00:01,23:59:59,0,0,0,5,三界群雄会
308006,308,0,00:00:01,308006,00:00:01,23:59:59,0,0,0,6,三界群雄会
308007,308,0,00:00:01,308007,00:00:01,23:59:59,0,0,0,7,三界群雄会
309001,309,0,00:00:01,309001,00:00:01,23:59:59,0,0,0,1,珍兽争霸
309002,309,0,00:00:01,309002,00:00:01,23:59:59,0,0,0,2,珍兽争霸
309003,309,0,00:00:01,309003,00:00:01,23:59:59,0,0,0,3,珍兽争霸
309004,309,0,00:00:01,309004,00:00:01,23:59:59,0,0,0,4,珍兽争霸
309005,309,0,00:00:01,309005,00:00:01,23:59:59,0,0,0,5,珍兽争霸
309006,309,0,00:00:01,309006,00:00:01,23:59:59,0,0,0,6,珍兽争霸
309007,309,0,00:00:01,309007,00:00:01,23:59:59,0,0,0,7,珍兽争霸
310001,310,0,00:00:01,310001,00:00:01,23:59:59,0,0,0,1,福利怪
310002,310,0,00:00:01,310002,00:00:01,23:59:59,0,0,0,2,福利怪
310003,310,0,00:00:01,310003,00:00:01,23:59:59,0,0,0,3,福利怪
310004,310,0,00:00:01,310004,00:00:01,23:59:59,0,0,0,4,福利怪
310005,310,0,00:00:01,310005,00:00:01,23:59:59,0,0,0,5,福利怪
310006,310,0,00:00:01,310006,00:00:01,23:59:59,0,0,0,6,福利怪
310007,310,0,00:00:01,310007,00:00:01,23:59:59,0,0,0,7,福利怪
311001,311,0,00:00:01,311001,00:00:01,23:59:59,0,0,0,1,八十一难
311002,311,0,00:00:01,311002,00:00:01,23:59:59,0,0,0,2,八十一难
311003,311,0,00:00:01,311003,00:00:01,23:59:59,0,0,0,3,八十一难
311004,311,0,00:00:01,311004,00:00:01,23:59:59,0,0,0,4,八十一难
311005,311,0,00:00:01,311005,00:00:01,23:59:59,0,0,0,5,八十一难
311006,311,0,00:00:01,311006,00:00:01,23:59:59,0,0,0,6,八十一难
311007,311,0,00:00:01,311007,00:00:01,23:59:59,0,0,0,7,八十一难
312001,312,0,00:00:01,312001,00:00:01,23:59:59,0,0,0,1,大当家
312002,312,0,00:00:01,312002,00:00:01,23:59:59,0,0,0,2,大当家
312003,312,0,00:00:01,312003,00:00:01,23:59:59,0,0,0,3,大当家
312004,312,0,00:00:01,312004,00:00:01,23:59:59,0,0,0,4,大当家
312005,312,0,00:00:01,312005,00:00:01,23:59:59,0,0,0,5,大当家
312006,312,0,00:00:01,312006,00:00:01,23:59:59,0,0,0,6,大当家
312007,312,0,00:00:01,312007,00:00:01,23:59:59,0,0,0,7,大当家
313001,313,0,00:00:01,313001,00:00:01,23:59:59,0,0,0,1,九幽地宫-普通
313002,313,0,00:00:01,313002,00:00:01,23:59:59,0,0,0,2,九幽地宫-普通
313003,313,0,00:00:01,313003,00:00:01,23:59:59,0,0,0,3,九幽地宫-普通
313004,313,0,00:00:01,313004,00:00:01,23:59:59,0,0,0,4,九幽地宫-普通
313005,313,0,00:00:01,313005,00:00:01,23:59:59,0,0,0,5,九幽地宫-普通
313006,313,0,00:00:01,313006,00:00:01,23:59:59,0,0,0,6,九幽地宫-普通
313007,313,0,00:00:01,313007,00:00:01,23:59:59,0,0,0,7,九幽地宫-普通
313008,313,0,00:00:01,313008,00:00:01,23:59:59,0,0,0,1,九幽地宫-精英
313009,313,0,00:00:01,313009,00:00:01,23:59:59,0,0,0,2,九幽地宫-精英
313010,313,0,00:00:01,313010,00:00:01,23:59:59,0,0,0,3,九幽地宫-精英
313011,313,0,00:00:01,313011,00:00:01,23:59:59,0,0,0,4,九幽地宫-精英
313012,313,0,00:00:01,313012,00:00:01,23:59:59,0,0,0,5,九幽地宫-精英
313013,313,0,00:00:01,313013,00:00:01,23:59:59,0,0,0,6,九幽地宫-精英
313014,313,0,00:00:01,313014,00:00:01,23:59:59,0,0,0,7,九幽地宫-精英
314001,302,0,00:00:01,314001,00:00:01,23:59:59,1,0,0,1,蚩尤战神1星
314002,302,0,00:00:01,314002,00:00:01,23:59:59,1,0,0,2,蚩尤战神1星
314003,302,0,00:00:01,314003,00:00:01,23:59:59,1,0,0,3,蚩尤战神1星
314004,302,0,00:00:01,314004,00:00:01,23:59:59,1,0,0,4,蚩尤战神1星
314005,302,0,00:00:01,314005,00:00:01,23:59:59,1,0,0,5,蚩尤战神1星
314006,302,0,00:00:01,314006,00:00:01,23:59:59,1,0,0,6,蚩尤战神1星
314007,302,0,00:00:01,314007,00:00:01,23:59:59,1,0,0,7,蚩尤战神1星
314008,302,0,00:00:01,314008,00:00:01,23:59:59,1,0,0,1,蚩尤战神2星
314009,302,0,00:00:01,314009,00:00:01,23:59:59,1,0,0,2,蚩尤战神2星
