id,备注,职业贡献奖励,节日积分奖励,公会贡献奖励,公会任务贡献资金,公会任务个人分红,经验奖励,宠物经验奖励,游戏币奖励,金币奖励,信用值比例,信用值额外,声望,必给物品1类ID,必给物品1类数量,必给物品1类属性,必给物品1类属性值,必给物品2类ID,必给物品2类数量,必给物品2类属性,必给物品2类属性值,必给物品3类ID,必给物品3类数量,必给物品3类属性,必给物品3类属性值,必给物品4类ID,必给物品4类数量,必给物品4类属性,必给物品4类属性值,物品1类,物品2类,物品3类,物品4类,物品5类,物品6类,物品7类,物品8类,物品9类,物品10类,物品11类,物品12类,物品13类,物品14类,物品15类,物品16类,物品1类数量,物品2类数量,物品3类数量,物品4类数量,物品5类数量,物品6类数量,物品7类数量,物品8类数量,物品9类数量,物品10类数量,物品11类数量,物品12类数量,物品13类数量,物品14类数量,物品15类数量,物品16类数量,物品1类掉率,物品2类掉率,物品3类掉率,物品4类掉率,物品5类掉率,物品6类掉率,物品7类掉率,物品8类掉率,物品9类掉率,物品10类掉率,物品11类掉率,物品12类掉率,物品13类掉率,物品14类掉率,物品15类掉率,物品16类掉率,获得概率,总概率,随机方式,是否绑定,公告物品id,公告编号,是否发队伍提示,是否触发盈福经验,是否放入临时包裹,是否共享掉落,产出装备途径,定时活动id,服务器获得上限,上限清除方式,提示物品id,提示编号,提示类型,MergeServer,掉落随机1次几率,掉落随机2次几率,掉落随机3次几率,是否受服务器等级衰减,是否受服务器等级加成,获得声望提示
6306,宝箱龙骸（转盘专用）,,,,,,,,,,,,,200204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,0,0,
1068,野外挂机经验,,,,,,"(400*MonsterLv*0.011*(MonsterNum*0.083+MasterNum*0.1245)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*(1-IsDbPoint)+400*MonsterLv*0.13*(MonsterNum*0.083+MasterNum*0.1245)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*IsDbPoint)*(random()*(1.02-0.98)+0.98)","(5000*MonsterLv*0.011*(MonsterNum*0.083+MasterNum*0.1245)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*(1-IsDbPoint)+5000*MonsterLv*0.02*(MonsterNum*0.083+MasterNum*0.1245)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*IsDbPoint)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,1,
1070,野外挂机经验,,,,,,"(400*MonsterLv*0.011*(MonsterNum*0.083+MasterNum*0.1245)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*(1-IsDbPoint)+400*MonsterLv*0.13*(MonsterNum*0.083+MasterNum*0.1245)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*IsDbPoint)*(random()*(1.02-0.98)+0.98)","(5000*MonsterLv*0.011*(MonsterNum*0.083+MasterNum*0.1245)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*(1-IsDbPoint)+5000*MonsterLv*0.02*(MonsterNum*0.083+MasterNum*0.1245)*min(max(1-0.2*floor(abs(MonsterLv-RoleLv)/5),0.1),1)*IsDbPoint)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,1,
3134,暗雷区掉落测试用,,,,,,,,,,,,,200002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,,,,0,0,
3135,暗雷区掉落测试用,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200003,200006,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,120,80,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,750,200,50,0,0,
3136,暗雷区掉落测试用,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200004,200007,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,120,80,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,750,200,50,0,0,
10001,火鸡大餐,,,,,,StdExp*5/10*(random()*(1.2-0.8)+0.8),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
10002,1级宝石专用包,,,,,,,,,,,,,200011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
10003,2级宝石专用包,,,,,,,,,,,,,200012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
10004,3级宝石专用包,,,,,,,,,,,,,200013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
10005,队长宝箱,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,338000,200016,336010,200023,200024,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,50,150,15,5,600,400,,,,,,,,,,,1000,1220,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
10006,光环箱子,,,,,,,,,,,,,200073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11001,40级普通副本-怪物掉落,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6.6667/8*((Ring-1)*0.3+1)),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,1,1,,0,0,0,0,0,0,1,0,,,,0,0,
11002,40级精英副本-怪物掉落,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*2.14*7/8*((Ring-1)*0.3+1)),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,1,1,,0,0,0,0,0,0,1,0,,,,0,0,
11003,60级普通副本-怪物掉落,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6.6667/8*((Ring-1)*0.3+1)),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,1,1,,0,0,0,0,0,0,1,0,,,,0,0,
11004,60级精英副本-怪物掉落,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*2.14*7/8*((Ring-1)*0.3+1)),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,1,1,,0,0,0,0,0,0,1,0,,,,0,0,
11005,40级普通副本-第5关奖励,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6.6667/8*((Ring-1)*0.3+1)),,,200,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200032,334100,334101,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,200,50,100,100,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11006,40级精英副本-第5关奖励,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*2.14*7/8*((Ring-1)*0.3+1)),,,500,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200032,334100,334101,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,200,50,100,100,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11007,60级普通副本-第5关奖励,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6.6667/8*((Ring-1)*0.3+1)),,,200,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200033,334100,334101,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,200,50,100,100,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11008,60级精英副本-第5关奖励,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*2.14*7/8*((Ring-1)*0.3+1)),,,500,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200033,334100,334101,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,200,50,100,100,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11009,40级普通副本-ROLL点奖励(40-45）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200017,200020,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,300,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1000,,,0,0,
11010,40级普通副本-ROLL点奖励(46-55）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200025,200026,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,600,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1000,,,0,0,
11011,40级普通副本-ROLL点奖励(56-155）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200025,200027,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,650,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1000,,,0,0,
11012,40级精英副本-ROLL点奖励(40-45）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200017,200020,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,300,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1000,,,0,0,
11013,40级精英副本-ROLL点奖励(46-55）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200025,200026,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,600,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1000,,,0,0,
11014,40级精英副本-ROLL点奖励(46-155）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200025,200027,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,650,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1000,,,0,0,
11015,60级普通副本-ROLL点奖励(60-155）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200030,200031,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,400,200,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1000,,,0,0,
11016,60级精英副本-ROLL点奖励(60-155）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200030,200031,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,400,200,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1000,,,0,0,
11017,40级普通副本-通关宝箱奖励,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200032,360000,32037,32038,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,20,20,40,40,40,,,,,,,,,,,,1000,160,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11018,40级精英副本-通关宝箱奖励,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200032,360000,32037,32038,32014,32015,310100,310101,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,20,20,40,30,30,14,14,15,5,,,,,,,,1000,200,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11019,60级普通副本-通关宝箱奖励,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200033,360000,32037,32038,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,20,20,40,40,40,,,,,,,,,,,,1000,160,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11020,60级精英副本-通关宝箱奖励,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200033,360000,32037,32038,32014,32015,310100,310101,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,20,20,40,30,30,14,14,15,5,,,,,,,,1000,200,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11021,精英副本声望奖励,,,,,,RoleLv*200,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,166127
11022,普通副本声望奖励,,,,,,RoleLv*200,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11101,公会任务-常规奖励,,,300,5000000,,(1+IsSerMul)*(StdExp*0.83/14.5*((Ring-1)*0.1+1)),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11102,公会任务-品质奖励,,,300,5000001,,(1+IsSerMul)*(StdExp*0.83/14.5*((Ring-1)*0.1+1)),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11103,公会任务-高品奖励,,,300,5000002,,StdExp*0.83/14.5*((Ring-1)*0.1+1),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11104,公会副本宝箱,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200012,200013,200014,200016,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,20,20,20,20,5,,,,,,,,,,,,1000,85,0,1,311001;311002;311003;311004;311005;311006;311007;311008;311009;311010;311011;311012;311013;311014;311015;311016;311017;311018;311019;311020;311021;311022;311023;311024;311025;311026;311027;311028;311029;311030;311031;311032;311033;311034;311035;311036;311037;311075;311076;311077;311078,160480,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11105,公会副本怪物奖励,,,5,,,StdExp*7*2.86/168*8,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,311001;311002;311003;311004;311005;311006;311007;311008;311009;311010;311011;311012;311013;311014;311015;311016;311017;311018;311019;311020;311021;311022;311023;311024;311025;311026;311027;311028;311029;311030;311031;311032;311033;311034;311035;311036;311037;311075;311076;311077;311078,160480,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11201,通缉天灾-共享奖励(R点),,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200034,200035,200036,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,90,25,25,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,,,0,0,
11202,通缉天灾-每轮双倍附加,,,,,,,,,,,,,334100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,,,,0,0,
11203,通缉天灾-队长宝箱掉落,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337009,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,,,,0,0,
11204,通缉天灾-常规奖励,,,,,,(1+0.05*IsTL)*(1+7*IsDbPoint+IsSerMul)*(StdExp*10/63*((Ring-1)*0.05+1)),(1+0.05*IsTL)*(1+1.5*IsDbPoint+IsSerMul)*(5000*RoleLv*1.25/50),,(IsDbPoint*(Ring-1)*1+6),,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,,,,0,0,
11205,通缉天灾-魔王ROLL点奖励(40-45),,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200017,200020,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,300,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,,,0,0,
11206,通缉天灾-魔王ROLL点奖励(46-55),,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200025,200026,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,600,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,,,0,0,
11207,通缉天灾-魔王ROLL点奖励(56-65),,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200028,200029,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,650,370,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,,,0,0,
11208,通缉天灾-魔王ROLL点奖励(66-155),,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200030,200031,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,400,200,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,,,0,0,
11209,通缉天灾-魔王常规奖励,,,,,,(1+0.05*IsTL)*(1+7*IsDbPoint+IsSerMul)*(StdExp*10/63*(14*0.05+1)),,,20,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,,,,0,0,
11401,古神爪牙,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6.7/10)*((TeamNum-1)*0.05+1),RoleLv*100,,(MonsterLv-30)*0.2+4,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200034,200035,200036,310102,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,30,10,10,287,,,,,,,,,,,,,1000,1000,0,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,,,,0,0,
11402,古神-上古之神常规奖励,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6),RoleLv*100*30/5,,MonsterLv+20,,,,334100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200034,200035,200036,200014,200016,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,300,100,100,50,30,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,,,,0,0,
11403,古神-上古之神ROLL点奖励(40-45),,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200017,200020,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,300,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,,,0,0,
11404,古神-上古之神ROLL点奖励(46-55),,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200025,200026,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1000,600,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,,,0,0,
11405,古神-上古之神ROLL点奖励(56-65),,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200028,200029,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,650,370,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,,,0,0,
