ID,备注,战斗AI类型,底图,背景音乐,战斗录像类型,战斗等级,战场环境,战场AI,奖励ID,战斗胜利判定,战斗失败不掉耐久,助战,怪物数量,站位配置ID,点1,点2,点3,点4,点5,点6,点7,点8,点9,点10,点11,点12,点13,点14,点15,点16,点17,点18,点19,点20,点21,点22,点23,点24,点25,点26,点27,点28,站位随机,pve自动取消战斗,死亡提醒显示,
1011,神器任务,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32751@100,32732@100,32734@100,32736@100,32738@100,32754@100,32736@100,32738@100,32740@100,32742@100,0,0,0,0,,,,
1012,神器任务,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32752@100,27833@100,27834@100,32752@100,32753@100,32754@100,31414@100,31415@100,27831@100,27832@100,0,0,0,0,,,,
1013,神器任务,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32753@100,32732@100,32733@100,32752@100,32753@100,32754@100,32747@100,32748@100,32749@100,32750@100,0,0,0,0,,,,
1014,神器任务,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32754@100,32734@100,32743@100,32752@100,32753@100,32754@100,32739@100,32740@100,32741@100,32742@100,0,0,0,0,,,,
1015,,,0,6,,,0,,0,,,4,1*TeamNum,7,0,0,25182@100,0,0,0,0,0,0,0,0,0,0,0,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,0,0,0,0,0,0,0,0,,,,
1016,,,0,7,,,0,,0,,,4,1*TeamNum,7,0,0,25183@100,0,0,0,0,0,0,0,0,0,0,0,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16,0,0,0,0,0,0,0,0,,,,
1017,,,0,8,,,0,,0,,,4,1*TeamNum,7,0,0,25186@100,0,0,0,0,0,0,0,0,0,0,0,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,0,0,0,0,0,0,0,0,,,,
1018,,,0,9,,,0,,0,,,4,1*TeamNum,7,0,0,25187@100,0,0,0,0,0,0,0,0,0,0,0,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16,0,0,0,0,0,0,0,0,,,,
1019,,,0,10,,,0,,0,,,4,1*TeamNum,7,0,0,25182@100,0,0,0,0,0,0,0,0,0,0,0,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,0,0,0,0,0,0,0,0,,,,
1020,,,0,2,,,0,,0,,,4,1*TeamNum,7,0,0,25183@100,0,0,0,0,0,0,0,0,0,0,0,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16,0,0,0,0,0,0,0,0,,,,
1021,,,0,2,,,0,,0,,,4,1*TeamNum,7,0,0,25187@100,0,0,0,0,0,0,0,0,0,0,0,25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16,25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16,0,0,0,0,0,0,0,0,,,,
