"编号","礼包道具ID","角色限制","职业限制","性别限制","打开礼包时的客户端提示","奖励表ID","银币奖励","符石奖励","VIP经验","货币类型","货币值","道具1ID","道具2ID","道具3ID","道具4ID","道具5ID","道具6ID","道具7ID","道具8ID","道具9ID","道具10ID","道具11ID","道具12ID","道具1数量","道具2数量","道具3数量","道具4数量","道具5数量","道具6数量","道具7数量","道具8数量","道具9数量","道具10数量","道具11数量","道具12数量","道具1绑定","道具2绑定","道具3绑定","道具4绑定","道具5绑定","道具6绑定","道具7绑定","道具8绑定","道具9绑定","道具10绑定","道具11绑定","道具12绑定"
"5005","334002","1","12","0","0","0","0","0","0","","","4020117","4020220","4020322","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2729","334002","2","11","0","0","0","0","0","0","","","4020117","4020221","4020323","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2906","334002","2","12","0","0","0","0","0","0","","","4020117","4020221","4020323","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"5006","334002","2","17","0","0","0","0","0","0","","","4020115","4020221","4020323","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2730","334002","3","13","0","0","0","0","0","0","","","4020116","4020220","4020322","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2907","334002","3","14","0","0","0","0","0","0","","","4020115","4020220","4020322","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2908","334002","3","18","0","0","0","0","0","0","","","4020114","4020220","4020322","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2731","334002","4","13","0","0","0","0","0","0","","","4020116","4020221","4020323","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2909","334002","4","14","0","0","0","0","0","0","","","4020115","4020221","4020323","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2910","334002","4","18","0","0","0","0","0","0","","","4020114","4020221","4020323","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2732","334002","5","15","0","0","0","0","0","0","","","4020118","4020220","4020322","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2911","334002","5","16","0","0","0","0","0","0","","","4020118","4020220","4020322","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2912","334002","5","19","0","0","0","0","0","0","","","4020114","4020220","4020322","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2733","334002","6","15","0","0","0","0","0","0","","","4020118","4020221","4020323","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2913","334002","6","16","0","0","0","0","0","0","","","4020118","4020221","4020323","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2914","334002","6","19","0","0","0","0","0","0","","","4020114","4020221","4020323","4020424","4020525","4020626","338000","335001","336010","334003","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2734","334003","1","11","0","0","0","0","0","0","","","5030117","5030220","5030322","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2915","334003","1","17","0","0","0","0","0","0","","","5030115","5030220","5030322","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"5007","334003","1","12","0","0","0","0","0","0","","","5030117","5030220","5030322","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2735","334003","2","11","0","0","0","0","0","0","","","5030117","5030221","5030323","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2916","334003","2","12","0","0","0","0","0","0","","","5030117","5030221","5030323","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"5008","334003","2","17","0","0","0","0","0","0","","","5030115","5030221","5030323","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2736","334003","3","13","0","0","0","0","0","0","","","5030116","5030220","5030322","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2917","334003","3","14","0","0","0","0","0","0","","","5030115","5030220","5030322","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2918","334003","3","18","0","0","0","0","0","0","","","5030114","5030220","5030322","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2737","334003","4","13","0","0","0","0","0","0","","","5030116","5030221","5030323","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2919","334003","4","14","0","0","0","0","0","0","","","5030115","5030221","5030323","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2920","334003","4","18","0","0","0","0","0","0","","","5030114","5030221","5030323","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2738","334003","5","15","0","0","0","0","0","0","","","5030118","5030220","5030322","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2921","334003","5","16","0","0","0","0","0","0","","","5030118","5030220","5030322","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2922","334003","5","19","0","0","0","0","0","0","","","5030114","5030220","5030322","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2739","334003","6","15","0","0","0","0","0","0","","","5030118","5030221","5030323","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2923","334003","6","16","0","0","0","0","0","0","","","5030118","5030221","5030323","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2924","334003","6","19","0","0","0","0","0","0","","","5030114","5030221","5030323","5030424","5030525","5030626","35003","338000","335004","334004","","","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2740","334004","1","11","0","0","0","0","0","0","","","5040117","5040220","5040322","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2925","334004","1","17","0","0","0","0","0","0","","","5040115","5040220","5040322","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"5009","334004","1","12","0","0","0","0","0","0","","","5040117","5040220","5040322","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2741","334004","2","11","0","0","0","0","0","0","","","5040117","5040221","5040323","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2926","334004","2","12","0","0","0","0","0","0","","","5040117","5040221","5040323","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"5010","334004","2","17","0","0","0","0","0","0","","","5040115","5040221","5040323","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2742","334004","3","13","0","0","0","0","0","0","","","5040116","5040220","5040322","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2927","334004","3","14","0","0","0","0","0","0","","","5040115","5040220","5040322","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2928","334004","3","18","0","0","0","0","0","0","","","5040114","5040220","5040322","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2743","334004","4","13","0","0","0","0","0","0","","","5040116","5040221","5040323","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2929","334004","4","14","0","0","0","0","0","0","","","5040115","5040221","5040323","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2930","334004","4","18","0","0","0","0","0","0","","","5040114","5040221","5040323","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2744","334004","5","15","0","0","0","0","0","0","","","5040118","5040220","5040322","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2931","334004","5","16","0","0","0","0","0","0","","","5040118","5040220","5040322","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2932","334004","5","19","0","0","0","0","0","0","","","5040114","5040220","5040322","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2745","334004","6","15","0","0","0","0","0","0","","","5040118","5040221","5040323","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2933","334004","6","16","0","0","0","0","0","0","","","5040118","5040221","5040323","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2934","334004","6","19","0","0","0","0","0","0","","","5040114","5040221","5040323","5040424","5040525","5040626","360000","331005","335002","334005","","","1","1","1","1","1","1","5","1","1","1","","","0","0","0","0","0","0","0","0","0","0","",""
"2746","334005","1","11","0","0","0","0","0","0","","","6050220","5050322","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2935","334005","1","17","0","0","0","0","0","0","","","6050220","5050322","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"5011","334005","1","12","0","0","0","0","0","0","","","6050220","5050322","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2747","334005","2","11","0","0","0","0","0","0","","","6050221","5050323","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2936","334005","2","12","0","0","0","0","0","0","","","6050221","5050323","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"5012","334005","2","17","0","0","0","0","0","0","","","6050221","5050323","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2748","334005","3","13","0","0","0","0","0","0","","","6050220","5050322","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2937","334005","3","14","0","0","0","0","0","0","","","6050220","5050322","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2938","334005","3","18","0","0","0","0","0","0","","","6050220","5050322","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2749","334005","4","13","0","0","0","0","0","0","","","6050221","5050323","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2939","334005","4","14","0","0","0","0","0","0","","","6050221","5050323","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2940","334005","4","18","0","0","0","0","0","0","","","6050221","5050323","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2750","334005","5","15","0","0","0","0","0","0","","","6050220","5050322","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2941","334005","5","16","0","0","0","0","0","0","","","6050220","5050322","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2942","334005","5","19","0","0","0","0","0","0","","","6050220","5050322","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2751","334005","6","15","0","0","0","0","0","0","","","6050221","5050323","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2943","334005","6","16","0","0","0","0","0","0","","","6050221","5050323","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2944","334005","6","19","0","0","0","0","0","0","","","6050221","5050323","5050424","5050525","5050626","311003","311009","334100","335006","334006","","","1","1","1","1","1","1","1","10","1","1","","","1","0","0","0","0","1","1","0","0","0","",""
"2752","334006","1","11","0","0","0","0","0","0","","","6060117","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2945","334006","1","17","0","0","0","0","0","0","","","6060115","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"5013","334006","1","12","0","0","0","0","0","0","","","6060117","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2753","334006","2","11","0","0","0","0","0","0","","","6060117","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2946","334006","2","12","0","0","0","0","0","0","","","6060117","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"5014","334006","2","17","0","0","0","0","0","0","","","6060115","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2754","334006","3","13","0","0","0","0","0","0","","","6060116","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2947","334006","3","14","0","0","0","0","0","0","","","6060115","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2948","334006","3","18","0","0","0","0","0","0","","","6060114","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2755","334006","4","13","0","0","0","0","0","0","","","6060116","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2949","334006","4","14","0","0","0","0","0","0","","","6060115","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2950","334006","4","18","0","0","0","0","0","0","","","6060114","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2756","334006","5","15","0","0","0","0","0","0","","","6060118","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2951","334006","5","16","0","0","0","0","0","0","","","6060118","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2952","334006","5","19","0","0","0","0","0","0","","","6060114","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2757","334006","6","15","0","0","0","0","0","0","","","6060118","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2953","334006","6","16","0","0","0","0","0","0","","","6060118","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2954","334006","6","19","0","0","0","0","0","0","","","6060114","6060525","35003","334101","335123","334007","","","","","","","1","1","5","10","1","1","","","","","","","1","1","0","0","0","0","","","","","",""
"2758","334007","1","11","0","0","0","0","0","0","","","35012","35030","335124","334008","","","","","","","","","5","1","1","1","","","","","","","","","0","0","0","0","","","","","","","",""
"2955","334007","1","17","0","0","0","0","0","0","","","35012","35030","335124","334008","","","","","","","","","5","1","1","1","","","","","","","","","0","0","0","0","","","","","","","",""
"5015","334007","1","12","0","0","0","0","0","0","","","35012","35030","335124","334008","","","","","","","","","5","1","1","1","","","","","","","","","0","0","0","0","","","","","","","",""
"2759","334007","2","11","0","0","0","0","0","0","","","35012","35030","335124","334008","","","","","","","","","5","1","1","1","","","","","","","","","0","0","0","0","","","","","","","",""
"2956","334007","2","12","0","0","0","0","0","0","","","35012","35030","335124","334008","","","","","","","","","5","1","1","1","","","","","","","","","0","0","0","0","","","","","","","",""
"5016","334007","2","17","0","0","0","0","0","0","","","35012","35030","335124","334008","","","","","","","","","5","1","1","1","","","","","","","","","0","0","0","0","","","","","","","",""
"2760","334007","3","13","0","0","0","0","0","0","","","35012","35030","335124","334008","","","","","","","","","5","1","1","1","","","","","","","","","0","0","0","0","","","","","","","",""
