"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","对应宠物技能","恢复宠物忠诚度","增加宠物经验","增加宠物寿命","使用次数限制","可否给予战斗中对象","使用后是否消耗","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","摆摊冻结时间","是否稀有","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5"
"311007","49","法术连击","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","法术攻击时，有20%概率追加一次攻击，伤害是正常伤害的50%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206007","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","法术连击","","","",""
"311008","49","法术波动","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","每次法术攻击伤害结果在80%至120%之间浮动。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206008","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","法术波动","","","",""
"311009","49","魔之心","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","对敌人的法术伤害结果提高10%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206009","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","魔之心","","","",""
"311010","49","会心","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","法术攻击时忽视对方少量的法术防御。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206010","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","会心","","","",""
"311011","49","冥思","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","战斗中，每回合结束时回复等级*0.4的魔法。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206011","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","冥思","","","",""
"311012","49","吸血","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","物理攻击时，吸收对方所掉气血的20%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206012","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","吸血","","","",""
"311013","49","再生","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","战斗中，每回合自动回复等级*0.9的气血。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206013","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","再生","","","",""
"311014","49","神佑复生","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","死亡时，有20%概率触发神佑效果，自动复活，剩余气血为最大气血的60%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206014","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","神佑复生","","","",""
"311015","49","招架","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","受到物理伤害时的格挡几率提高17%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206015","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","招架","","","",""
"311016","49","反震","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","受到物理攻击时有33%概率进行反弹，反弹伤害结果等于自己受到伤害的25%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206016","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","反震","","","",""
"311017","49","神迹","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","回合结束时，解除所有异常状态。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206017","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","神迹","","","",""
"311018","49","反击","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","受到普通物理攻击时有10%概率自动反击，反击的伤害是正常伤害的75%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206018","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","反击","","","",""
"311019","49","敏捷","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","自身速度增加11%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206019","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","敏捷","","","",""
"311020","49","强壮","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","自身气血上限提升11%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206020","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","强壮","","","",""
"311021","49","防御","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","提升等级*0.9的物理防御，但法术伤害结果会降低11%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206021","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","防御","","","",""
"311022","49","法术防御","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","提升等级*0.9的法术防御，但物理伤害结果会降低11%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206022","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","法术防御","","","",""
"311023","49","幸运","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","被物理攻击时，被暴击概率降低11%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206023","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","幸运","","","",""
"311024","49","迟钝","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","减少自身速度的20%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206024","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","迟钝","","","",""
"311025","49","火属性吸收","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","有30%概率吸收火属性法术伤害，回复对应的气血。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206025","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","火属性吸收","","","",""
"311026","49","水属性吸收","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","有30%概率吸收水属性法术伤害，回复对应的气血。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206026","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","水属性吸收","","","",""
"311027","49","土属性吸收","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","有30%概率吸收土属性法术伤害，回复对应的气血。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206027","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","土属性吸收","","","",""
"311028","49","雷属性吸收","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","有30%概率吸收雷属性法术伤害，回复对应的气血。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206028","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","雷属性吸收","","","",""
"311029","49","鬼魂术","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","死亡5回合后自动复活，不受任何状态影响，也不能使用主动技能和药品回复气血。若有神佑技能不触发该效果。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206029","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","鬼魂术","","","",""
"311030","49","驱鬼","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","对敌方拥有鬼魂术单位的物理、法术伤害效果增加50%，并能将其打飞出场外。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206030","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","驱鬼","","","",""
"311031","49","隐身","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","自动附加隐身状态2至3回合，隐身状态下物理攻击能力会降低20%，使用技能取消隐身状态。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206031","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","隐身","","","",""
"311032","49","感知","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","能探知并攻击敌方隐身状态的单位。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206032","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","感知","","","",""
"311033","49","永恒","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","受到的增益状态持续回合数加倍。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206033","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","永恒","","","",""
"311034","49","精神集中","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","可以抵御控制类异常状态，但自己的物理伤害结果也会降低20%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206034","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","精神集中","","","",""
"311035","49","毒","ff6ddcf6","3","1168","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","普通物理攻击有12%概率使目标中毒，中毒状态下每回合损失5%气血和5%魔法（物理攻击中毒单位时有15%几率被感染）。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206035","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","毒","","","",""
"311038","49","高级必杀","ff6ddcf6","4","1169","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","物理攻击时暴击概率增加20%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206038","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级必杀","","","",""
"311039","49","高级连击","ff6ddcf6","4","1169","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","普通物理攻击时，有55%概率追加一次攻击，拥有此技能物理伤害结果会降低20%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206039","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级连击","","","",""
"311040","49","高级强力","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","提升大量的物理攻击力，如果对方有铁甲或高级铁甲技能，物理伤害结果会减少20%。不能与狂暴熊猫技能共存有冲突","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206040","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级强力","","","",""
"311041","49","高级突进","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","物理攻击时忽视对方大量的物理防御。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206041","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级突进","","","",""
"311042","49","高级偷袭","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","物理攻击不会受到反击和反震，并提高10%的物理伤害结果。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206042","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级偷袭","","","",""
"311043","49","高级法术暴击","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","法术攻击时暴击概率增加15%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206043","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级法术暴击","","","",""
"311044","49","高级法术连击","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","法术攻击时，有30%概率追加一次攻击，伤害是第一次的50%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206044","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级法术连击","","","",""
"311045","49","高级法术波动","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","每次法术攻击伤害结果在50%至150%之间浮动。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206045","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级法术波动","","","",""
"311046","49","高级魔之心","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","对敌人的法术伤害结果提高20%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206046","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级魔之心","","","",""
"311047","49","高级会心","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","法术攻击时忽视对方一定的法术防御。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206047","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级会心","","","",""
"311048","49","高级冥思","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","战斗中，每回合结束时回复等级*0.6的魔法。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206048","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级冥思","","","",""
"311049","49","高级吸血","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","物理攻击时，吸收对方所掉气血的30%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206049","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级吸血","","","",""
"311050","49","高级再生","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","战斗中，每回合自动回复等级*1.6的气血。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206050","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级再生","","","",""
"311051","49","高级神佑复生","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","当死亡时，有35%概率触发神佑效果，自动满血复活。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206051","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级神佑复生","","","",""
"311052","49","高级招架","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","受到物理伤害时的格挡几率提高27%","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206052","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级招架","","","",""
"311053","49","高级反震","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","受到物理攻击时有33%概率进行反弹，反弹伤害结果等于自己受到伤害的50%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206053","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级反震","","","",""
"311054","49","高级神迹","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","不受所有负面状态影响，包括毒、控制等。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206054","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级神迹","","","",""
"311055","49","高级反击","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","受到普通物理攻击时有20%概率自动反击，反击的伤害为正常伤害的100%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206055","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级反击","","","",""
"311056","49","高级敏捷","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","自身速度增加20%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206056","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级敏捷","","","",""
"311057","49","高级强壮","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","自身气血上限提升20%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206057","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级强壮","","","",""
"311058","49","高级防御","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","提升等级*1.3的物理防御，但法术伤害结果会降低11%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206058","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级防御","","","",""
"311059","49","高级法术防御","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","提升等级*1.3的法术防御，但物理伤害结果会降低11%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206059","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级法术防御","","","",""
"311060","49","高级幸运","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","被物理攻击时，被暴击概率降低22%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206060","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级幸运","","","",""
"311061","49","高级迟钝","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","减少自身速度的22%，并且有10%的几率减免50%的物理伤害。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206061","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级迟钝","","","",""
"311062","49","高级火属性吸收","ff6ddcf6","4","1169","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","有33%概率吸收火属性法术伤害，回复对应的气血。吸收失败也可减少火属性法术伤害的30%。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","206062","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级火属性吸收","","","",""
