"ID","字符串","策划备注"
"11155","挂  机",""
"11156","点",""
"11157","<T t=""每场战斗可使用：""c=""FF472b20""></T><B/><T t=""普通药           20次""c=""FF472b20""></T><B/><T t=""高级药、怒气酒   10次""c=""FF472b20""></T>","战斗使用道具提示"
"11158","商\n会",""
"11159","拍\n卖",""
"11160","商\n城",""
"11162","本月累计签到$parameter1$天","签到文本"
"11163","本月剩余补签次数$parameter1$次","签到文本"
"11164","购   买",""
"11165","出售",""
"11166","花费",""
"11167","售价",""
"11168","充值达到一定金额后，可以领取充值返利的奖品。","充值说明（3个轮换）"
"11173","帮派资金上限：$parameter1$万","帮派资金"
"11174","<T t=""1.完成帮派任务可增加分红总奖金。""></T><B/><T t=""2.升级帮派金库可提升获得的奖金数。"" ></T><B/><T t=""3.根据成员上周获得和历史帮派贡献分红。""></T><B/><T t=""4.可在帮派领地每周领取一次。""></T>","帮派工资"
"11175","<T t=""未满40级的玩家可以申请成为帮派学徒"" ></T><B/><T t=""帮派学徒可以做什么""c=""ff17d604""></T><B/><T t=""1.学徒可以和普通成员一样享用帮派频    道，完成帮派任务，参与帮派活动等    。""></T><B/><T t=""2.学徒不能获得帮派工资，不能参与公    会竞赛。""></T><B/><T t=""3.72小时不上线将被系统自动逐出帮派    。""></T><B/><B/><T t=""帮派学徒如何成为正式成员？""c=""ff17d604""></T><B/><T t=""1.等级达到50级，帮派贡献达到150点，   入会至少48小时的学徒，之后的第一    次0点维护会自动转为成员。""></T><B/><T t=""2.帮派管理直接设置为成员。""></T>","了解帮派学徒"
"11176","<T t=""1.禁言""></T><B/><T t=""   帮派管理中帮主、副帮主和军团长有禁言和解除禁言权限，被禁言的成员   将无法在帮派频道发言""></T><T t=""2小时后""c=""ff17d604""></T><T t=""禁言将自动解除。""></T><B/><T t=""2.帮派贡献""></T><B/><T t=""   学习生活技能需要消耗一定数额的帮派贡献，同时帮派修炼会对历史贡献   （你在当前帮派所获得的帮派贡献总数）有一定的要求。帮派贡献通过完     成""></T><T t=""帮派任务""c=""ff17d604""></T><T t=""或者参与一些与帮派相关的""></T><T t=""团体活动""c=""ff17d604""></T><T t=""来获得，例如帮派竞赛，     帮派副本，帮派援助等。""></T><B/><T t=""3.冻结帮派贡献""></T><B/><T t=""   你退出帮派时未消耗的帮派贡献将冻结50%，帮派解散时未消耗帮派贡献     将全部冻结。如果未加入其他帮派的情况下重新加入原帮派将恢复原有公   会贡献和历史帮派贡献。被冻结的帮派贡献在进入新的帮派3天后获得,公     会贡献将在获取时1:1返还。你当前被冻结的帮派贡献为""></T><T t=""$parameter1$""c=""ff17d604""></T><B/><T t=""4.援助""></T><B/><T t=""   帮助本帮派成员完成""></T><T t=""30级以上""c=""ff17d604""></T><T t=""主线、支线剧情战斗任务，可增加援助次   数，并且获得丰厚奖励。""></T><B/><T t=""   玩家离开帮派时，援助次数将清零。""></T>","帮派成员列表界面说明"
"11177","<T t=""该物品已经领取"" c=""ffe22626""></T>","签到文本"
"11178","<T t=""领取要求:累计签到还需要$parameter1$天"" c=""ff00ff00""></T>","签到文本"
"11179","未开启","技能界面文字显示"
"11180","所有技能达到$parameter1$级","技能界面绝技解锁文本"
"11181","$parameter1$达到$parameter2$级","技能界面普通技能解锁文本"
"11182","回合","战斗中BUFF显示文本"
"11183","普通攻击","战斗中指令显示文本"
"11184","保护","战斗中指令显示文本"
"11185","捕捉","战斗中指令显示文本"
"11190","气血","技能TIPS属性"
"11191","魔法","技能TIPS属性"
"11192","愤怒","技能TIPS属性"
"11193","价格","拍卖菜单"
"11194","关   注","拍卖菜单"
"11195","门派榜",""
"11196","重新上架",""
"11197","取 回",""
"11198","已过期",""
"11199","下 架",""
"11200","当\n前","任务"
"11201","可\n接","任务"
"11202","<T t=""在"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""击杀怪物有概率获得任务物品，剩余时间为"" c=""fffff2df""></T><T t=""$time$"" c=""fffff2df""></T>","任务传说提示"
"11203","$parameter1$级礼包","升级大礼包"
"11204","榜外","排行榜"
"11205","使用$parameter1$仙玉任性",""
"11206","使用$parameter1$声望任性",""
"11209","出战状态不能提交",""
"11216","<T t=""精通:优先使用"" c=""fffcff00""></T>","伙伴技能"
"11231","信\n息","帮派成员列表"
"11232","成\n员","帮派成员列表"
"11233","福\n利","帮派成员列表"
"11234","活\n动","帮派成员列表"
"11235","现已领取:$parameter1$","挂机提示"
"11236","现有点数:$parameter1$","挂机提示"
"11237","$parameter1$级$parameter2$","帮派升级界面"
"11238","需要金库、药房、厢房等级总和达到$parameter1$级","帮派升级界面"
"11239","<T t=""1.帮派等级决定其他建筑等级上限，决定帮派修炼等级上限""c=""ff50321a""></T><B/><T t=""2.推荐优先升级""c=""ff50321a""></T>","帮派大厅描述"
"11240","<T t=""1.帮派金库升级可提高帮派工资标准""c=""ff50321a""></T><B/><T t=""2.帮派初始提供1000万帮派资金上限""c=""ff50321a""></T><B/><T t=""3.每级金库额外增加1500万帮派资金上限""c=""ff50321a""></T>","帮派金库描述"
"11241","<T t=""1.帮派药房升级会影响药房药品的种类和产出数量""c=""ff50321a""></T><B/><T t=""2.1级药房每次刷新药材8个，之后每级增加8个""c=""ff50321a""></T><B/><T t=""3.当帮派等级低于药房等级时，药房产药数量根据帮派等级而产出""c=""ff50321a""></T>","帮派药房描述"
"11242","<T t=""1.帮派厢房可以增加帮派人数上限""c=""ff50321a""></T><B/><T t=""2.帮派初始容纳100人，每级厢房增加30个人数上限""c=""ff50321a""></T>","帮派旅馆描述"
"11243","帮派",""
"11244","金库",""
"11245","药房",""
"11246","厢房",""
"11247","需要帮派等级达到$parameter1$级","帮派建筑升级条件"
"11249","未通过",""
"11250","已通过$parameter1$次",""
"11251","已通过",""
"11252","本周开启",""
"11253","下周开启",""
"11254","普通组队循环副本，每日首次通关副本可获得丰厚的奖励，再次通关副本可获得声望奖励。\n每日00:00刷新",""
"11255","精英组队循环副本，每周首次通关副本可获得丰厚的奖励，再次通关副本可获得声望奖励。\n每周一00:00刷新",""
"11256","下下周开启",""
"11258","修炼上限说明","修炼等级上限说明"
"11259","<T t=""•"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""帮派等级影响（"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""当前上限：$parameter1$"" c=""FF33FF00"" f=""simhei-11""></T><T t=""）"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""1/2/3/4/5级帮派修炼等级上限分别为10/15/20/24/25"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><B></B><B></B><T t=""•""c=""FFFFF2DF"" f=""simhei-13""></T><T t=""人物等级影响（"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""当前上限：$parameter4$"" c=""FF33FF00"" f=""simhei-11""></T><T t=""）"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""45级开启人物修炼，55级开启宠物修炼"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><B></B><B></B><T t=""•"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""历史帮贡影响（"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""当前上限：$parameter2$"" c=""FF33FF00"" f=""simhei-11""></T><T t=""）"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""上限不高于（历史帮贡/5）+5级（本帮派历史帮贡："" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""$parameter3$"" c=""FF33FF00"" f=""simhei-11""></T><T t=""）"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""综合得出当前修炼等级上限为：$parameter5$"" c=""FF33FF00"" f=""simhei-11""></T>","修炼说明"
"11260","副本已完成","修炼说明"
"11261","阵法已开启",""
"11262","阵法未开启","兑换银币说明"
"11263","我的仙玉",""
"11264","重连失败，请重新登陆",""
"11265","$parameter1$天","加入帮派天数显示"
"11266","刚刚","加入帮派天数显示"
"11267","我的金币","兑换银币说明"
"11268","重试",""
"11269","打造：",""
"11274","20(最高)","修炼说明"
"11275","帮派曾用名:$parameter1$","帮派曾用名"
"11277","技能商城","兑换商店"
"11278","变身卡宠物","兑换商店"
"11281","<T t='今日已经购买' c='fffff2df'/><T t='num' c='FF00FF00'/><T t='个，每日限制购买' c='fffff2df'/><T t='limit' c='FF00FF00'/><T t='个。' c='fffff2df'/>","兑换商店"
"11283","帮派奖金说明","帮派界面TIP标题"
"11284","关于帮派学徒","帮派界面TIP标题"
"11285","界面说明","帮派界面TIP标题"
"11286","临时",""
"11287","有效期至",""
"11288","剩余",""
"11289","帮派领地","帮派地图名称"
"11290","无帮派","帮派界面提示"
"11291","无法普通修理",""
"11292","$parameter1$/天","帮派维护费用提示"
"11293","禁言","帮派成员菜单显示"
"11294","解除禁言","帮派成员菜单显示"
"11295","[colour='ff50321a']你确定要将[colour='ff06cc11']$parameter1$[colour='ff50321a']禁言吗？","帮派禁言提示"
"11296","[colour='ff50321a']你确定要对[colour='ff06cc11']$parameter1$[colour='ff50321a']解除禁言吗？","帮派解除禁言提示"
"11298","品质：","道具品质显示"
"11299","分解",""
"11300","<T t=""1.抓鬼任务：带小于自己10级以上的玩家进行抓鬼任务，可获得声望奖励.""></T><B/><T t=""2.精英副本：自己的精英副本已经处于CD状态（即获得奖励的次数用完）,帮助其他队友通关副本，可获得声望奖励.""></T><B/><T t=""3.帮助剧情战斗：帮助其他玩家完成30级以上的剧情任务的战斗，且援助者不低于队长5级，可获得声望奖励.""></T><B/><T t=""4.援助声望统计记录每周重置一次，玩家可以继续通过援助行为获得声望奖励.""></T>",""
"11301","<T t=""1.援助主线战斗：帮助其他玩家完成30级以上的剧情任务的战斗，且援助者不低于队长5级，可获得经验奖励.""></T><B/><T t=""2,援助任务链战斗，帮助其他玩家完成战斗任务，可获得经验奖励.""></T><B/><T t=""3,援助战斗统计记录每周重置一次，玩家可以继续通过援助行为获得经验奖励.""></T>",""
"11302","<T t=""1.帮助同帮派成员完成30级以上的剧情任务的战斗，且援助者不低于队长5级,可获得帮派贡献和声望奖励.""></T><B/><T t=""2,援助帮派贡献统计记录每周重置一次，玩家可以继续通过援助行为获得帮派贡献奖励.""></T>",""
"11303","指\n引",""
"11304","成\n就",""
"11305","秘\n籍",""
"11306","<R t=""[申请加入]"" leaderid=""$leaderid$"" c=""ffffff00"" />",""
"11308","[colour='ff50321a']你确定要取消[colour='ff06cc11']$parameter1$[colour='ff50321a']帮派的入会申请吗？ ","帮派取消操作提示"
"11309","读取中...","拍卖"
"11310","你的网络不给力啊，快去检查一下吧！","创建角色时断网提示"
"11311","获取服务器列表失败，请确认网络顺畅后重试","选择服务器界面断网提示"
"11312","声望说明",""
"11313","经验说明",""
"11314","帮派贡献说明",""
"11316","精锐组","竞技场分组"
"11317","勇武组","竞技场分组"
"11318","神威组","竞技场分组"
"11319","帮派药房说明","帮派药房TIP说明"
"11320","<T t=""1.每人每天限制购买100个""></T><B/><B/><T t=""2.帮派等级决定每次刷新药品的个数。""></T><B/><B/><T t=""3.当前药房等级：""></T><T t=""$parameter1$"" c=""ff02972c""></T><B/><B/><T t=""4.每种药品每次刷新数量：""></T><T t=""$parameter2$"" c=""ff02972c""></T><B/><B/><T t=""5.每次购买操作只能购买一个药材。""></T><B/><B/><T t=""6.双倍产药每次刷新出4种药品，每次刷新消耗""></T><T t=""$parameter3$"" c=""ff02972c""></T><T t=""万帮派资金。消耗资金与药房等级相关，当帮派资金不足800万时，此功能失效。""></T><B/><B/><T t=""7.三倍产药每次刷新出6种药品，每次刷新消耗""></T><T t=""$parameter4$"" c=""ff02972c""></T><T t=""万帮派资金。消耗资金与药房等级相关，当帮派资金不足1000万时，此功能失效。""></T>","帮派药房描述"
"11321","筛选中，请稍后...",""
"11322","回门派","回门派描述"
"11323","<T t='$parameter1$' c='ff02972c'/><T t='请求一张' c='ff50321a'/><T t='$parameter2$' c='ff50321a'/>","帮派临时符捐赠提示"
"11324","<T t='$parameter1$' c='ff02972c'/><T t='向'  c='ff50321a'/><T t='$parameter2$' c='ff02972c'/><T t='捐赠了一张' c='ff50321a'/><T t='$parameter3$' c='ff50321a'/>","帮派临时符捐赠提示"
"11325","隐藏称谓","称谓"
"11326","隐藏称谓,更能彰显我的低调","称谓描述"
"11327","无限次","活动次数"
"11328","经验系统","描述"
"11329","<T t=""储备经验""c=""FF06cc11""></T><B/><T t=""1.未完成的日常活动，日常任务所错过的经验，会按照一定的比例转换为储备经验""></T><B/><T t=""2.在完成一些日常活动时，储备经验会转换为人物经验""></T><B/><T t=""3.最多保留3000000储备经验，达到上限后不能继续获得储备经验""></T><B/><T t=""停等级""c=""FF06cc11""></T><B/><T t=""1.达到69级、89级两个等级段时，不会自动升级""></T><B/><T t=""2.69级、89级玩家可以在长安城的袁守城处领取突破等级任务，完成任务后自动升级""></T><B/><T t=""3.停等级后，当经验溢出值达到升级经验的10倍时，每天获得经验衰减为80%，达到升级经验的20倍时，每次衰减为50%""></T>","储备经验描述"
"11330","","竞技场"
"11331","帮派榜","排行榜"
"11332","帮派副本竞速","排行榜"
"11333","$parameter1$分钟前","帮派临时符捐赠提示"
"11334","[colour='ff50321a']你是否将产药模式切换为[colour='ff06cc11']$parameter1$[colour='ff50321a']倍产药？每次刷新会消耗[colour='ff06cc11']$parameter2$[colour='ff50321a']万帮派资金。 ","帮派药房刷新提示"
"11337","开始匹配",""
"11339","秘境•试炼之塔",""
"11340","[colour='ff50321a']切换为正常产药后每次刷新不会消耗帮派资金，但最多产出2种药材。 ","帮派正常产药提示"
"11341","连击点:   $parameter1$/5","月宫显示连击点"
"11342","首胜奖励","竞技场奖励"
"11343","十战奖励","竞技场奖励"
"11344","五胜奖励","竞技场奖励"
"11345","五战奖励","竞技场奖励"
"11346","暂未打符","帮派临时符请求提示"
"11348","<T t='$parameter1$' c='ff50321a'/><T t='级 ' c='ff50321a'/><T t='捐符数：' c='ff50321a'/><T t='$parameter2$' c='ff50321a'/><T t=' 收符数：' c='ff50321a'/><T t='$parameter3$' c='ff50321a'/><T t='（' c='ff50321a'/><T t='$parameter4$' c='ff50321a'/><T t='分钟前）' c='ff50321a'/>","帮派临时符捐赠对象信息"
"11349","适合角色","武器tips"
"11350","<T t=""已绑定不可交易""c=""FFD21207""></T>","装备tips"
"11351","匹配中....",""
"11352","超级大转盘","积分兑换"
"11353","竞技场","竞技场活动名称"
"11354","决战华山","竞技场活动名称"
"11356","竞技场拉人","竞技场拉人"
"11357","决战华山拉人","决战华山拉人"
"11359","门派贡献积分不足,不能兑换","门派贡献消耗"
