"RawPath","NormPath","CRC32","CRC32Dec","SourceExists","IndexHit","PackIndex","ExpectedPackPath","ExpectedPackExists","Candidate1","Candidate2","Candidate3"
"/effect/geffect/skill/mt_guai_taishanyading/mt_guai_taishanyading.eff.inf","effect/geffect/skill/mt_guai_taishanyading/mt_guai_taishanyading.eff.inf","0x1125BB54","287685460","False","False","","E:\MT3\client\res_win\res\287685460","False","","",""
"/effect/geffect/skill/mt_shenyuzenan/mt_shenyuzenan_mingzhong.eff.inf","effect/geffect/skill/mt_shenyuzenan/mt_shenyuzenan_mingzhong.eff.inf","0x0179CCFF","24759551","False","False","","E:\MT3\client\res_win\res\24759551","False","","",""
"/effect/geffect/skill/mt_shouliezitai/mt_shouliezitai.eff.inf","effect/geffect/skill/mt_shouliezitai/mt_shouliezitai.eff.inf","0xB8562F61","3092655969","False","False","","E:\MT3\client\res_win\res\3092655969","False","","",""
"/effect/geffect/skill/mt_tiandingzhiguo/mt_tiandingzhiguo_shang_1.eff.inf","effect/geffect/skill/mt_tiandingzhiguo/mt_tiandingzhiguo_shang_1.eff.inf","0xCED43995","3470014869","False","False","","E:\MT3\client\res_win\res\3470014869","False","","",""
"/effect/geffect/skill/mt_tiandingzhiguo/mt_tiandingzhiguo_shang_2.eff.inf","effect/geffect/skill/mt_tiandingzhiguo/mt_tiandingzhiguo_shang_2.eff.inf","0xF7590550","4149806416","False","False","","E:\MT3\client\res_win\res\4149806416","False","","",""
"/effect/geffect/skill/mt_tiandingzhiguo/mt_tiandingzhiguo_xia.eff.inf","effect/geffect/skill/mt_tiandingzhiguo/mt_tiandingzhiguo_xia.eff.inf","0x5A8FB572","1519367538","False","False","","E:\MT3\client\res_win\res\1519367538","False","","",""
"/effect/geffect/skill/mt3_dly_3/mt3_dly_3_shouji.eff.inf","effect/geffect/skill/mt3_dly_3/mt3_dly_3_shouji.eff.inf","0x134E5DFB","323902971","False","False","","E:\MT3\client\res_win\res\323902971","False","","",""
"/effect/geffect/skill/mt3_dly_6/mt3_dly_6.eff.inf","effect/geffect/skill/mt3_dly_6/mt3_dly_6.eff.inf","0x816F638E","2171560846","False","False","","E:\MT3\client\res_win\res\2171560846","False","","",""
"/effect/geffect/skill/mt3_dz_5/mt3_dz_5.eff.inf","effect/geffect/skill/mt3_dz_5/mt3_dz_5.eff.inf","0x1D2F5E61","489643617","False","False","","E:\MT3\client\res_win\res\489643617","False","","",""
"/effect/geffect/skill/mt3_fs_2/mt3_fs_2_shifa_shang.eff.inf","effect/geffect/skill/mt3_fs_2/mt3_fs_2_shifa_shang.eff.inf","0xFB6C8F1C","4218195740","False","False","","E:\MT3\client\res_win\res\4218195740","False","","",""
"/effect/geffect/skill/mt3_fs_5/mt3_fs_5.eff.inf","effect/geffect/skill/mt3_fs_5/mt3_fs_5.eff.inf","0x962112F2","2518749938","False","False","","E:\MT3\client\res_win\res\2518749938","False","","",""
"/effect/geffect/skill/mt3_fs_da/mt3_fs_da_shouji.eff.inf","effect/geffect/skill/mt3_fs_da/mt3_fs_da_shouji.eff.inf","0x601F8BFA","1612680186","False","False","","E:\MT3\client\res_win\res\1612680186","False","","",""
"/effect/geffect/skill/mt3_lr_2/mt3_lr_3_jian_1.eff.inf","effect/geffect/skill/mt3_lr_2/mt3_lr_3_jian_1.eff.inf","0x3C2F4CF1","1009732849","False","False","","E:\MT3\client\res_win\res\1009732849","False","effect/geffect/skill/mt3_lr_3/mt3_lr_3_jian_1.eff.inf","",""
"/effect/geffect/skill/mt3_lr_2/mt3_lr_3_jian_11.eff.inf","effect/geffect/skill/mt3_lr_2/mt3_lr_3_jian_11.eff.inf","0x29E56021","702898209","False","False","","E:\MT3\client\res_win\res\702898209","False","","",""
"/effect/geffect/skill/mt3_lr_2/mt3_lr_3_jian_12.eff.inf","effect/geffect/skill/mt3_lr_2/mt3_lr_3_jian_12.eff.inf","0x10685CE4","275274980","False","False","","E:\MT3\client\res_win\res\275274980","False","","",""
"/effect/geffect/skill/mt3_lr_2/mt3_lr_3_mingzhong.eff.inf","effect/geffect/skill/mt3_lr_2/mt3_lr_3_mingzhong.eff.inf","0xAA930F19","2861764377","False","False","","E:\MT3\client\res_win\res\2861764377","False","effect/geffect/skill/mt3_lr_3/mt3_lr_3_mingzhong.eff.inf","",""
"/effect/geffect/skill/mt3_lr_3/mt3_lr_3_jian_.eff.inf","effect/geffect/skill/mt3_lr_3/mt3_lr_3_jian_.eff.inf","0xAD0BB08B","2903224459","False","False","","E:\MT3\client\res_win\res\2903224459","False","","",""
"/effect/geffect/skill/mt3_lr_5/shengmingxianji_shouji.eff.inf","effect/geffect/skill/mt3_lr_5/shengmingxianji_shouji.eff.inf","0xF4947637","4103370295","False","False","","E:\MT3\client\res_win\res\4103370295","False","","",""
"/effect/geffect/skill/mt3_ms_3/mt3_ms_3.eff.inf","effect/geffect/skill/mt3_ms_3/mt3_ms_3.eff.inf","0xC439F866","3292133478","False","False","","E:\MT3\client\res_win\res\3292133478","False","","",""
"/effect/geffect/skill/mt3_ms_da/mt3_ms_da.eff.inf","effect/geffect/skill/mt3_ms_da/mt3_ms_da.eff.inf","0xC311ECDD","3272731869","False","False","","E:\MT3\client\res_win\res\3272731869","False","","",""
"/effect/geffect/skill/mt3_pet_leishenzhinu/mt3_pet_leitingzhinu_1.eff.inf","effect/geffect/skill/mt3_pet_leishenzhinu/mt3_pet_leitingzhinu_1.eff.inf","0x72243EF7","1914978039","False","False","","E:\MT3\client\res_win\res\1914978039","False","","",""
"/effect/geffect/skill/mt3_pet_leishenzhinu/mt3_pet_leitingzhinu_2.eff.inf","effect/geffect/skill/mt3_pet_leishenzhinu/mt3_pet_leitingzhinu_2.eff.inf","0x4BA90232","1269367346","False","False","","E:\MT3\client\res_win\res\1269367346","False","","",""
"/effect/geffect/skill/mt3_ss_da/mt3_ss_da_1.eff.inf","effect/geffect/skill/mt3_ss_da/mt3_ss_da_1.eff.inf","0x393C2427","960242727","False","False","","E:\MT3\client\res_win\res\960242727","False","","",""
"/effect/geffect/skill/mt3_ss_da/mt3_ss_da_2.eff.inf","effect/geffect/skill/mt3_ss_da/mt3_ss_da_2.eff.inf","0x00B118E2","11606242","False","False","","E:\MT3\client\res_win\res\11606242","False","","",""
"/effect/geffect/skill/mt3_wq_jifengshu/mt3_wq_jifengshu.eff.inf","effect/geffect/skill/mt3_wq_jifengshu/mt3_wq_jifengshu.eff.inf","0x9CBE0505","2629698821","False","False","","E:\MT3\client\res_win\res\2629698821","False","","",""
"/effect/geffect/skill/mt3_wq_poxuekuanggong/mt3_wq_poxuekuanggong.eff.inf","effect/geffect/skill/mt3_wq_poxuekuanggong/mt3_wq_poxuekuanggong.eff.inf","0x9701A8A3","2533468323","False","False","","E:\MT3\client\res_win\res\2533468323","False","","",""
"/effect/geffect/skill/mt3_zs_3/mt3_zs_3_.eff.inf","effect/geffect/skill/mt3_zs_3/mt3_zs_3_.eff.inf","0xD68DFEC7","3599630023","False","False","","E:\MT3\client\res_win\res\3599630023","False","","",""
"/effect/geffect/skill/wuzhuang/wuzhuang41.eff.inf","effect/geffect/skill/wuzhuang/wuzhuang41.eff.inf","0x18CC102F","416026671","False","False","","E:\MT3\client\res_win\res\416026671","False","","",""
"/effect/geffect/skill/wuzhuang/wuzhuang42.eff.inf","effect/geffect/skill/wuzhuang/wuzhuang42.eff.inf","0x21412CEA","557919466","False","False","","E:\MT3\client\res_win\res\557919466","False","","",""
"/effect/geffect/sprite/npc/Add10xzise..eff.inf","effect/geffect/sprite/npc/add10xzise..eff.inf","0x6D2A7FDC","1831501788","False","False","","E:\MT3\client\res_win\res\1831501788","False","effect/geffect/sprite/npc/add10xzise.eff.inf","",""
"/map/map_1605_mhxyaolaiguo/goto.dat","map/map_1605_mhxyaolaiguo/goto.dat","0x97F4F369","2549412713","False","False","","E:\MT3\client\res_win\res\2549412713","False","map/5001_dayanta1/goto.dat","map/5002_dayanta2/goto.dat","map/5003_dayanta3/goto.dat"
"/map/map_1605_mhxyaolaiguo/npc.dat","map/map_1605_mhxyaolaiguo/npc.dat","0xD29708B6","3533113526","False","False","","E:\MT3\client\res_win\res\3533113526","False","map/5001_dayanta1/npc.dat","map/5002_dayanta2/npc.dat","map/5003_dayanta3/npc.dat"
"/ui/imagesets/itemicon54.imageset","ui/imagesets/itemicon54.imageset","0xFB7FBBDD","4219452381","False","False","","E:\MT3\client\res_win\res\4219452381","False","","",""
